battery_power,clock_speed,Front_Camera_mx,int_memory,mobile_dep,mobile_wt,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,wifi,price_$
1412,0.6,9,57,0.2,86,10,1853,15,10,18,Yes,210.0913722
733,0.8,7,16,0.4,138,12,2648,12,0,19,No,531.9398964
1070,3,9,19,0.8,160,16,2647,14,13,20,No,360.455132
875,0.7,1,30,0.7,146,8,702,19,15,15,Yes,78.2184908
1994,0.7,5,5,0.4,189,7,1836,12,11,18,No,662.0310274
823,1,9,18,0.2,182,16,3894,13,10,9,No,1342.69387
1908,0.5,9,30,1,111,19,2944,19,17,17,Yes,548.6333731
790,0.5,7,44,0.1,89,8,3424,13,11,9,No,591.4277323
1330,1.8,1,40,0.5,177,5,2678,9,4,14,Yes,507.3068788
1660,0.5,2,15,0.7,100,8,2424,12,5,9,No,484.8443234
1776,2.2,2,20,0.9,82,16,2671,15,10,12,Yes,775.7781525
1611,0.5,4,27,0.9,199,10,3078,15,2,6,Yes,363.6894025
1410,0.5,0,15,0.3,92,1,2304,18,4,18,No,335.6802463
1772,1.6,17,45,0.5,159,18,1146,6,1,17,No,221.722813
1280,1.3,0,39,1,108,1,2335,6,4,2,Yes,175.5921588
1712,0.9,2,23,1,155,19,1422,5,0,15,No,162.2004764
1562,0.7,0,55,0.1,140,1,2096,15,3,3,No,459.5035284
891,1.9,1,18,0.1,153,3,1303,17,16,4,Yes,131.4378186
1957,1.2,18,36,0.8,151,19,1115,16,2,18,Yes,151.2267615
1110,0.6,1,42,0.9,192,2,456,12,8,18,No,111.5108774
875,1.4,1,43,0.6,104,3,3396,14,2,18,No,575.0207184
1211,1.2,0,28,0.3,130,3,2750,6,1,14,No,406.4182702
769,0.5,12,54,0.2,112,19,941,15,8,20,Yes,29.94241928
671,2.9,7,2,0.1,95,19,2278,13,4,2,No,406.1876669
1872,0.5,5,26,0.5,172,10,2273,8,4,8,Yes,81.6032699
1076,2.3,0,14,0.7,191,0,2355,17,16,2,Yes,688.9267249
1325,1.9,2,50,0.1,146,10,2328,17,10,2,No,344.5517654
911,2.2,1,28,0.5,182,2,2638,8,4,13,Yes,175.4605217
1273,0.7,1,23,0.6,178,14,558,8,5,13,No,118.0086831
1062,0.5,3,39,0.9,124,4,1345,16,0,11,Yes,78.16582187
1317,1.5,6,12,0.1,154,9,425,7,0,11,Yes,102.4146009
940,2.9,0,16,0.7,115,1,2192,15,13,9,Yes,146.1706093
729,2,0,14,0.6,135,2,3397,19,15,17,Yes,470.4847151
1494,2.4,6,3,0.9,93,17,1208,14,13,17,No,205.1796426
1546,1.6,2,27,0.7,124,6,267,12,10,16,No,77.61410238
1253,0.7,0,34,0.9,113,10,3518,7,3,8,Yes,524.5393037
895,0.5,6,16,0.3,164,14,3122,7,0,4,Yes,302.8242778
793,1.9,0,43,0.3,124,2,1050,11,9,3,Yes,192.7640687
1628,1.8,11,56,0.1,136,13,3358,17,11,12,Yes,697.2714194
625,2.7,2,42,0.8,138,3,2929,10,4,17,No,474.5718496
1110,1.5,2,12,0.3,153,5,624,9,7,15,No,143.1978412
999,1.7,6,49,0.6,132,17,1598,7,0,8,No,255.4023526
1856,0.5,0,24,0.1,155,1,2052,17,6,10,No,427.5959842
1715,2.6,9,15,0.6,120,20,1249,16,2,4,No,135.9954128
1897,1.9,2,54,0.3,154,7,412,17,11,2,No,128.2898785
1202,2.4,0,19,0.1,122,1,595,19,0,3,No,79.29357667
1171,1.7,2,19,0.3,167,19,263,6,5,8,No,41.48883738
964,2,0,22,0.7,86,0,2577,17,16,5,No,529.927633
1973,2.4,6,46,0.1,193,10,639,6,0,3,Yes,121.8133367
1992,0.6,11,2,0.1,141,14,3206,10,9,10,No,988.454006
546,2.6,5,26,1,159,15,1550,7,2,3,No,147.1534381
1093,0.5,1,31,0.6,171,12,1646,12,0,6,No,164.7545418
1880,2,11,35,0.1,200,14,1930,17,7,15,No,235.6724767
1765,1.1,3,11,0.7,87,7,3695,6,5,18,No,467.2819263
1640,0.5,1,36,0.9,87,11,3235,6,1,10,Yes,1034.146682
1830,0.5,0,7,0.9,191,12,2334,8,7,14,No,227.0900967
826,0.6,3,62,0.7,187,19,1998,17,4,17,No,257.955476
1864,2.2,0,7,0.1,142,2,2258,10,1,10,No,425.8445935
586,0.6,16,42,0.3,121,17,1869,12,2,7,Yes,163.6249323
1206,3,10,30,0.6,127,13,1825,7,1,4,Yes,590.0597561
832,0.5,1,5,0.1,165,2,3946,12,5,14,Yes,753.3566031
848,2.8,1,8,0.1,103,3,436,10,6,15,Yes,112.6188176
1851,2.9,0,53,0.7,112,2,2678,6,0,8,No,237.4080188
1166,0.5,7,59,0.5,80,11,3887,8,6,7,Yes,354.8803374
1776,2.1,10,35,0.1,172,16,1813,16,13,20,Yes,276.2214949
1254,1.2,2,27,0.2,134,10,817,14,1,16,Yes,119.7109925
1494,1.6,4,24,0.2,101,17,3614,15,12,9,No,662.958882
984,2.2,0,39,0.5,119,18,2013,11,7,16,No,148.0924768
1179,0.8,1,5,0.9,154,17,543,8,7,18,Yes,63.31441062
513,1.9,8,27,0.4,174,13,3400,16,6,13,Yes,393.9233413
557,0.5,3,17,0.2,89,4,2623,17,16,16,No,318.7146324
744,1.7,0,33,0.5,105,2,2700,9,3,19,No,363.5971254
1129,0.8,9,21,0.6,116,10,1400,11,0,13,No,209.4672723
1148,2.3,0,58,0.3,170,20,3127,10,7,11,No,185.837784
1793,2.7,12,44,0.7,175,17,2803,19,9,6,Yes,878.4577832
1310,2.3,3,15,0.2,150,11,2518,18,17,5,Yes,422.0112907
1604,1.2,1,6,0.5,191,15,3564,7,2,2,No,230.3128272
1676,1.6,2,37,0.2,145,3,2515,14,8,4,Yes,636.0794725
1001,2.8,1,40,0.2,117,7,3654,13,9,10,Yes,795.7944243
1086,2.7,0,24,0.1,135,19,3930,17,1,18,Yes,548.6415376
1986,0.5,7,39,0.1,89,19,3476,11,8,17,No,642.8287742
634,0.8,5,41,0.2,192,12,3242,18,11,4,Yes,550.2942232
502,0.8,7,52,1,82,8,2666,5,4,20,No,462.0446173
1641,1.1,6,48,0.7,97,7,1695,13,6,17,Yes,375.1581744
623,1.4,0,15,0.2,189,1,3510,14,4,18,Yes,283.8997175
962,1.1,3,17,0.1,161,20,3438,14,3,20,No,597.2674113
1057,2.7,3,41,0.1,97,10,2033,16,9,2,No,151.3175115
1862,1.5,1,62,1,182,2,1017,11,3,9,No,321.6768571
555,3,5,38,0.8,193,10,1686,8,1,8,Yes,163.9397599
1000,2.7,1,58,1,135,12,862,7,0,20,No,95.52848616
841,0.5,6,11,0.3,81,14,957,6,5,11,No,161.0795678
865,2.9,5,16,0.1,89,12,3494,13,3,14,Yes,1048.913725
999,2.6,11,56,1,165,13,3083,8,4,11,Yes,70.11122006
1232,1.2,12,30,0.9,131,14,1656,8,4,15,Yes,210.3585614
1194,2.3,6,34,0.2,165,12,313,15,1,19,No,98.63422342
612,0.5,1,20,0.8,179,6,3282,16,2,18,Yes,713.9179803
1362,2.9,0,47,0.5,186,4,3629,19,17,5,Yes,466.5194139
1469,1.7,11,44,0.5,169,14,1687,15,5,5,Yes,188.8275399
986,0.8,13,28,0.8,182,20,1149,8,7,18,No,124.3144667
1843,2.8,1,62,0.8,104,7,3899,5,4,6,Yes,852.2024481
1561,0.5,10,4,0.5,134,13,1783,13,12,10,No,267.820249
1695,0.5,2,47,0.5,189,13,1629,8,6,11,No,149.9767335
667,2.6,3,8,0.8,185,7,2528,11,8,8,No,460.5568643
1768,2,0,2,0.8,88,2,3256,9,6,5,No,503.5063115
1269,2.8,16,41,1,180,17,2341,10,9,16,Yes,257.9271827
1109,2.8,6,57,0.9,151,12,2785,15,10,16,No,492.7290436
936,0.5,14,14,0.1,164,17,3761,13,1,12,No,800.4800704
1713,2,9,5,0.7,199,16,1513,15,6,2,Yes,161.5730419
1175,1.7,1,45,0.6,167,7,2240,10,6,5,No,172.4504611
1940,1,0,5,0.2,194,1,820,19,18,3,Yes,84.88181222
855,0.5,2,59,0.5,159,3,1875,16,8,8,Yes,202.8838109
771,0.5,0,33,0.1,157,17,920,16,2,10,Yes,97.42987319
645,2.5,10,63,1,174,14,3615,18,8,13,Yes,411.454357
1307,1.8,2,7,0.6,88,3,1412,16,9,5,Yes,283.7735871
1948,2.9,4,5,0.2,136,13,361,6,1,10,No,41.90821785
1509,0.6,5,50,0.3,81,8,1540,12,8,3,No,311.3206617
626,2.8,3,11,0.8,109,9,1077,6,1,4,Yes,81.29805661
1190,2,0,40,0.2,93,1,3610,13,7,9,Yes,329.5235283
1727,2.1,10,57,0.3,158,18,512,5,2,6,No,118.4923427
1670,3,14,62,0.5,114,20,3024,6,0,20,Yes,456.9745858
1150,0.5,4,27,1,134,17,1610,11,0,16,No,157.102694
1208,2.9,5,16,1,175,19,2201,17,16,12,No,261.291809
1812,1.3,4,42,1,162,15,3338,18,13,11,Yes,592.2483405
770,1.5,6,61,0.2,196,9,3473,7,3,4,Yes,835.6474824
1559,1.3,10,10,0.3,114,17,2203,7,5,15,Yes,245.7572944
1902,0.5,10,13,0.2,155,11,940,14,10,15,No,192.9418672
1751,2.5,1,4,0.6,146,9,1155,19,14,12,Yes,202.4159071
1416,1.8,0,20,0.1,93,0,3872,10,2,7,Yes,564.2344745
1288,0.5,3,61,0.2,115,6,1882,16,6,10,Yes,381.8750928
1003,2.9,16,16,0.6,119,19,1798,16,7,10,No,247.9309909
1715,0.5,1,18,0.1,96,3,2598,17,2,3,No,917.3709788
1967,0.5,0,46,0.6,199,7,1567,15,2,7,No,237.6452833
962,1,14,2,0.9,125,20,1491,16,2,14,No,118.473838
1487,1.5,5,42,0.8,120,7,2003,12,4,3,No,534.139444
1569,1.6,4,54,0.9,190,6,3905,6,2,4,No,944.1870008
1146,3,5,57,0.4,111,10,291,19,9,11,Yes,62.32217971
1379,1.5,6,9,0.8,118,13,1693,11,4,18,Yes,101.3769853
1504,1.9,7,25,0.3,152,9,1788,13,11,13,Yes,146.1765339
1945,1.2,3,26,0.7,112,5,3322,18,7,20,Yes,511.8884338
1630,2.8,0,32,0.9,80,1,1751,12,10,20,Yes,229.5798408
1125,2.7,10,23,0.4,117,14,1641,14,8,12,No,169.2911991
614,0.7,4,51,0.1,178,7,2854,10,7,12,Yes,565.9408524
854,1,5,17,0.9,101,9,3115,7,0,2,No,349.6580102
1470,1.7,6,45,0.1,121,9,3259,10,1,14,Yes,365.4240297
1826,0.5,5,49,0.6,172,6,1612,17,9,17,No,691.0270873
807,0.5,0,37,0.2,127,0,2319,5,4,4,No,152.5453572
1996,2.8,0,7,0.1,138,4,1258,17,14,16,No,162.9169702
1083,2,3,41,0.7,158,5,1543,18,3,10,Yes,110.755663
1035,0.5,14,49,0.3,178,15,3991,12,4,19,No,915.4598822
1521,1.6,5,62,0.3,143,9,3555,5,2,19,No,1002.135964
1314,2.8,13,5,1,87,18,3411,17,16,18,No,996.1118185
535,1.9,5,24,0.2,190,19,524,9,3,4,No,52.38057187
673,1.9,13,35,0.4,142,14,3541,18,17,4,Yes,614.3317783
1219,1.6,5,4,0.3,169,7,1998,9,2,4,No,594.1291402
1606,0.5,0,33,0.9,200,0,3437,11,1,2,No,1071.42117
1603,0.5,1,17,0.5,114,8,1637,17,3,11,Yes,201.3504456
1958,0.5,6,52,0.4,153,14,3064,7,6,3,No,748.3101463
695,0.5,18,12,0.6,196,19,2855,16,13,7,Yes,446.5697935
1441,0.6,0,53,0.5,106,12,1393,9,4,4,Yes,202.7764826
1470,2.2,4,33,0.4,138,10,1633,18,4,4,No,284.9550046
1890,1.1,4,48,0.5,127,5,2392,10,4,15,Yes,805.2694637
1152,2.1,0,26,0.3,82,0,3284,15,2,8,Yes,959.087888
1619,0.9,3,20,0.9,117,9,464,7,5,16,Yes,90.20149675
1002,1.8,1,45,0.7,180,7,1234,19,13,18,No,135.76692
742,0.5,0,36,0.7,139,1,292,8,0,6,Yes,30.22441137
1306,2.1,2,33,0.4,174,9,2521,6,5,16,No,153.4347699
1424,2.9,0,20,0.6,180,0,2658,15,0,19,No,419.8310195
942,1.4,8,27,0.5,91,9,587,6,3,13,Yes,75.61514452
1934,2.7,8,2,0.1,118,16,2190,18,1,9,Yes,275.4021794
1290,1.4,19,35,0.3,110,20,879,16,2,8,No,102.0290316
930,2.1,0,54,0.9,80,13,1743,7,1,9,No,118.5700468
1699,0.5,16,21,0.1,156,20,1181,16,0,18,No,284.4764869
1849,0.5,1,29,0.5,181,12,3330,14,4,15,Yes,1003.962664
1922,0.5,15,42,0.6,153,16,3564,12,1,17,No,638.5820551
548,1,0,56,0.4,146,14,562,17,14,8,Yes,55.85700743
916,0.5,0,47,0.2,82,1,1659,11,10,11,No,280.6849589
1783,0.5,8,14,0.6,183,11,1816,12,7,7,Yes,397.5724261
1083,1.4,2,49,0.8,156,9,1338,16,8,5,Yes,133.6530404
1698,2.8,10,7,0.8,131,12,2992,15,3,17,No,389.9090898
1969,0.8,5,7,0.2,85,20,315,16,7,7,No,90.30801148
869,1.9,0,2,0.6,197,3,3249,19,0,12,Yes,266.7366068
1337,2.7,0,5,0.7,200,1,3242,10,1,20,No,216.2951158
637,0.8,2,28,0.6,194,6,2725,15,10,7,No,406.3458847
833,0.6,0,27,0.3,145,2,586,19,8,19,Yes,79.29827811
1248,2.4,6,9,0.4,89,8,2454,9,8,13,No,349.1881297
1174,0.9,7,30,1,147,20,804,17,14,16,Yes,73.53038068
1831,2.3,3,44,0.2,148,14,2460,10,5,18,No,425.8785217
1002,2.6,7,27,0.1,146,10,1295,18,15,17,Yes,82.45956083
1010,2,2,8,0.9,139,3,2625,15,11,12,No,375.0258256
1117,0.5,2,21,0.1,177,19,1999,15,9,2,Yes,287.3184509
990,2.7,3,15,0.9,153,7,2698,11,8,6,No,505.4342854
1564,1.4,5,26,0.1,129,16,3742,13,3,13,No,488.8215987
1065,2.8,0,21,0.1,158,3,1193,16,13,20,Yes,114.3843369
1982,1.1,12,24,0.1,129,16,3511,16,14,15,Yes,642.399004
1607,1.1,6,20,1,192,8,885,11,1,14,No,112.4071136
1066,3,6,5,0.5,167,7,1044,8,7,11,No,94.58080226
681,0.5,12,17,0.9,194,19,2548,6,1,5,Yes,343.8505997
1163,2.1,0,19,0.9,132,1,2940,13,0,15,Yes,422.6667632
1285,0.8,4,11,0.8,199,7,3966,17,15,2,Yes,1040.107844
753,0.5,11,48,0.1,121,20,3484,11,10,16,No,347.5548337
1779,2.6,2,5,0.8,90,3,1246,12,2,20,No,207.9935258
987,1.9,4,52,0.5,83,8,2757,17,12,15,No,254.4832308
511,0.9,15,24,0.6,136,18,2378,18,3,4,No,169.702257
1044,1.8,4,12,0.7,104,5,1794,18,7,19,Yes,186.201967
1855,0.5,5,32,0.6,187,18,3933,7,0,7,Yes,661.5056276
946,1.4,9,26,0.1,186,10,1637,7,3,6,Yes,108.1572025
657,1.9,2,21,0.1,110,8,783,6,1,11,No,95.81329001
1673,1.6,2,42,0.5,182,6,3094,12,4,20,No,448.0507303
731,0.5,0,28,0.5,130,0,1774,12,8,10,No,172.0396271
926,0.8,6,59,0.8,161,14,256,18,7,2,Yes,92.82608779
1261,0.5,3,52,0.3,86,9,1365,9,3,16,Yes,203.6093006
618,1.1,11,45,0.2,188,20,2339,19,2,10,No,429.5959948
936,2.3,5,57,0.2,129,6,2049,12,8,5,No,254.3163068
1485,0.9,0,28,0.8,158,1,3241,14,11,11,No,621.4338764
1339,0.5,10,21,0.5,80,11,867,8,3,3,No,88.06991666
508,1.3,1,50,0.7,82,9,2175,14,4,14,Yes,333.405795
1938,0.5,5,44,0.5,121,9,3497,18,10,18,No,899.7788725
995,1.3,1,10,0.1,104,3,609,11,3,5,Yes,107.7840616
1086,1.7,0,43,0.2,111,1,3285,11,5,17,No,220.8275632
1322,2.3,1,35,0.1,157,3,3684,15,8,6,No,242.4494087
1864,1.9,2,57,0.1,181,6,3586,19,9,8,Yes,840.6846765
1944,0.5,1,26,0.5,92,9,2322,19,8,7,Yes,390.8414571
581,0.6,5,56,0.2,180,10,354,10,4,13,Yes,94.20346142
1020,0.7,3,27,0.7,128,4,3204,18,1,9,Yes,522.7388465
1936,1.3,2,44,0.1,139,3,1400,17,7,3,Yes,262.7713307
1329,1.7,5,23,0.6,198,6,2308,11,10,9,No,187.7230449
808,0.5,3,46,0.5,105,15,1082,15,5,10,Yes,98.91275413
994,1.2,4,40,0.9,164,17,3104,17,7,11,No,511.1027434
1811,2,3,22,0.2,82,8,2847,9,2,4,Yes,440.0904608
765,2.5,3,44,0.3,88,11,2256,6,1,19,Yes,528.7627884
993,2.3,0,16,0.4,106,13,1113,14,1,6,Yes,102.4170027
1136,1.6,15,32,0.5,150,19,3210,10,3,8,Yes,494.7989863
719,0.5,0,23,0.4,113,9,3990,14,9,12,Yes,554.4491981
733,0.6,0,63,0.3,105,10,984,17,4,9,Yes,78.4148121
1946,2.7,8,8,0.3,123,19,3117,6,0,2,No,982.9101652
1230,1.6,0,48,0.7,111,2,1622,18,17,16,Yes,289.4328979
1577,1,0,64,0.1,105,7,2967,7,3,7,Yes,819.1136112
1514,1.4,3,12,0.6,138,4,1037,15,3,15,Yes,111.4281714
579,2.5,3,7,1,89,10,2908,12,4,11,Yes,402.3806092
574,3,1,30,0.9,126,3,1167,5,3,19,No,70.67220218
1072,2.2,6,19,0.4,114,16,2715,15,9,16,No,314.0217844
843,1.3,1,16,0.9,119,4,1734,17,8,14,Yes,178.8429906
1492,1.5,5,11,0.9,85,7,2259,14,12,19,Yes,1013.580596
1807,2.9,0,16,0.2,125,0,2921,8,5,17,No,821.2238706
909,0.7,7,47,0.1,146,9,1244,14,10,16,No,115.8338712
1876,1.3,9,64,1,98,19,3132,17,0,2,Yes,531.2209284
1436,2.4,3,23,0.3,106,4,2488,8,4,8,No,429.3000057
1251,0.5,10,29,0.7,133,16,1052,11,9,11,No,70.10156626
636,0.5,8,28,0.9,152,15,2927,15,6,3,No,721.7156432
1354,0.7,3,26,0.5,136,6,2090,5,1,13,No,302.2424661
930,0.5,3,34,0.5,190,16,2131,7,2,6,Yes,599.9888574
1830,1,7,47,0.3,117,11,3362,13,10,11,No,353.2360571
1424,0.5,16,23,0.6,80,18,1053,14,11,16,Yes,188.1084369
583,0.9,1,51,0.9,88,2,1799,16,9,7,No,261.5461256
648,0.5,9,54,0.4,109,20,3124,5,0,13,No,781.4800506
1203,0.5,0,11,0.9,109,12,1672,17,13,19,No,51.97358631
1777,2.2,0,15,0.2,100,7,1552,10,8,10,No,156.8988623
1299,2.8,0,64,0.5,83,6,1938,19,8,5,Yes,297.3298646
1494,1.9,2,47,0.4,129,9,3202,13,1,14,No,688.0132293
527,0.7,4,53,0.9,128,11,1302,13,7,13,No,100.777389
793,2.8,1,64,0.4,179,2,2296,12,0,5,No,189.3412416
873,0.5,6,8,0.6,152,9,575,15,8,7,Yes,80.67915988
722,1.1,12,12,1,93,20,2359,13,6,3,No,46.11566906
1250,1.5,14,20,0.4,167,18,3314,6,5,6,Yes,303.8000322
1358,1.7,0,60,0.6,147,1,440,14,10,13,No,103.698568
1035,1.9,8,11,1,173,10,2002,17,8,5,No,107.8069053
1289,0.8,3,16,0.9,161,17,3167,14,8,20,No,699.590666
1445,2.2,2,37,0.4,82,6,3480,17,16,17,Yes,515.3561519
1702,2.3,12,47,0.6,107,19,595,10,0,19,Yes,176.263538
534,0.5,4,2,0.2,85,16,2466,5,3,18,Yes,273.2016069
628,1.8,5,60,0.2,87,6,1337,12,7,14,No,143.5298637
713,1.4,4,53,0.8,98,17,1462,19,18,13,Yes,133.9720338
1207,0.5,0,58,0.3,112,0,503,7,3,5,No,126.9323072
683,2.1,7,30,0.1,197,8,2066,9,0,15,No,265.1590567
594,2.6,1,27,0.1,196,2,708,17,5,17,Yes,100.8423767
537,2,1,55,0.3,103,2,2029,10,5,12,Yes,162.3394855
1565,0.5,0,38,0.1,121,1,308,19,17,7,Yes,106.5238919
1052,0.9,1,6,0.8,195,16,552,6,1,11,Yes,106.2995311
713,1.6,4,63,0.7,89,8,2082,15,10,12,No,149.5041951
1766,0.5,1,16,0.6,141,7,3314,9,7,17,Yes,614.4073572
584,1.7,1,19,0.4,199,4,3996,12,9,17,Yes,721.2555641
1541,1.5,6,5,0.5,109,10,1795,7,3,4,Yes,218.568768
837,2.4,1,51,0.2,104,15,594,16,6,20,Yes,75.06996734
935,0.5,3,58,0.1,155,12,2473,10,4,9,Yes,294.121816
665,0.7,0,31,0.1,185,2,690,5,2,15,No,78.36859147
680,2.4,13,34,0.4,157,17,3845,15,1,4,Yes,388.4883412
877,1.5,0,17,0.1,195,0,2004,11,8,9,Yes,174.3864804
1493,1.5,13,53,0.5,102,16,2083,19,15,20,Yes,533.3018823
1762,0.6,3,26,0.1,83,14,2661,9,7,4,No,489.9860275
842,1.8,4,57,1,124,10,1903,8,4,14,No,198.4078439
925,2.1,9,56,0.2,196,14,2466,8,0,5,No,476.2269049
1692,2.1,4,2,0.9,106,17,3779,9,3,7,Yes,1003.51778
1576,2.2,8,5,0.7,139,17,3904,5,1,7,Yes,672.5711549
1065,1.7,4,48,0.3,162,8,265,8,0,12,No,80.78005534
958,1.6,9,60,0.4,200,12,1417,10,4,19,Yes,40.89074516
623,0.8,6,26,0.3,197,12,1769,10,1,16,No,130.3452245
897,1.4,1,17,0.4,171,2,2948,12,3,5,Yes,299.9300467
1110,1.5,4,41,0.1,152,16,2572,16,5,16,Yes,466.6446516
616,2.2,3,21,0.8,150,4,3267,17,9,19,No,507.852324
1680,1.2,6,37,0.7,168,7,1459,15,3,2,No,142.964279
1715,1.3,0,12,0.3,94,6,1633,15,10,5,Yes,341.6878468
983,0.6,0,45,0.1,130,11,2052,5,3,6,Yes,139.6592612
720,0.9,12,14,0.8,165,14,1086,14,7,3,No,102.9670035
1660,0.6,2,24,0.8,169,3,2402,12,10,14,Yes,134.719513
1564,1.5,1,42,0.7,108,2,3376,7,0,7,No,468.6500187
592,0.8,1,52,0.9,103,10,1507,5,0,4,Yes,112.9072319
969,1.8,2,44,0.6,158,7,641,9,1,8,Yes,104.9209495
1356,0.5,0,35,0.8,131,19,3451,5,2,17,Yes,821.0961017
504,1,8,14,0.5,189,9,1607,15,0,10,Yes,87.55404562
1546,0.5,3,6,0.2,101,4,3521,15,11,9,No,463.8079473
689,2.9,3,7,0.8,147,6,1241,9,0,16,No,116.4398244
1685,0.6,14,16,0.6,137,15,881,6,3,17,Yes,76.09916715
1792,1,3,62,0.3,170,8,2563,18,14,15,Yes,955.2687591
1786,1.2,11,61,0.1,123,14,3033,14,11,17,No,818.9140359
1944,0.6,9,59,0.2,132,10,769,19,13,3,Yes,115.6312182
1077,2.5,13,49,0.6,131,14,3454,17,11,2,Yes,986.0190122
648,1.8,1,60,0.1,195,4,819,10,3,4,No,103.6559975
1702,0.5,8,2,0.6,185,19,435,12,9,3,Yes,96.8147698
1571,2.9,1,30,0.9,150,3,586,10,9,4,Yes,43.35686337
856,1.1,14,19,0.7,125,19,650,17,0,10,Yes,83.02755111
1786,2.6,6,14,1,115,15,3038,18,0,14,No,1020.45163
914,0.7,1,60,0.9,198,4,3736,14,8,5,No,751.5876397
1615,2.8,3,9,0.9,117,13,2948,8,3,3,No,203.6692144
649,1.4,4,19,0.8,190,12,739,18,1,2,No,55.84946038
1646,2.5,3,25,0.6,200,5,686,8,6,11,No,172.7758547
1189,1.9,5,7,0.5,164,20,841,13,10,11,No,62.61769278
1043,2.7,3,29,0.2,83,17,1183,5,3,8,No,115.675433
1920,0.6,3,19,0.5,131,8,3943,13,0,4,No,854.990306
1220,2.8,1,54,0.7,109,20,1037,6,4,15,No,40.02378593
1748,0.5,11,53,0.5,114,20,2633,16,0,9,No,218.1643196
907,2.6,7,44,0.2,160,12,3911,13,6,8,No,1007.727988
1193,2.3,7,20,1,158,13,1958,7,5,2,No,280.0991179
1766,0.5,1,22,0.8,122,4,3297,7,5,16,No,1035.669907
1278,1,7,24,0.8,170,16,3141,6,2,11,Yes,898.1693394
1234,1.7,8,17,0.9,174,15,3351,12,9,19,Yes,210.466595
1961,1.5,10,55,0.5,100,20,2355,14,7,6,Yes,623.0320314
1745,2.9,0,3,0.9,105,0,1308,5,0,2,No,278.7657139
1442,0.6,1,27,0.4,127,8,991,14,8,7,No,106.9151365
1083,2.9,1,39,1,173,2,3248,8,6,6,Yes,178.6998694
868,0.9,5,5,0.4,137,7,1519,13,0,2,Yes,90.45925492
864,1.6,0,53,0.3,88,1,493,18,9,10,No,95.7659607
1142,1.2,0,2,0.6,114,0,1747,7,0,14,No,60.74779401
608,0.5,0,64,0.9,94,0,2517,16,8,7,Yes,206.360996
983,1.8,0,53,0.9,187,4,1389,17,8,8,Yes,107.8761214
1720,1.6,18,2,0.8,188,20,2522,10,5,2,Yes,358.2815865
1802,1.2,8,27,0.5,116,16,1885,10,9,7,No,656.078361
591,2.1,18,16,0.5,196,20,704,14,5,4,Yes,135.9053782
1205,2.7,5,10,0.1,163,10,953,18,11,20,Yes,126.3487268
1369,1.7,3,28,0.6,108,18,3206,16,15,4,No,688.5229905
713,0.9,0,42,0.1,94,14,928,12,10,9,Yes,107.7668379
1082,2.3,11,2,1,101,20,2177,12,2,17,No,248.1086205
1719,2.1,0,52,0.1,187,1,2610,10,1,11,Yes,297.8386984
1544,2.4,18,12,0.1,186,20,489,9,4,2,Yes,85.23558202
1090,2.3,1,8,0.6,128,8,3839,17,3,11,Yes,750.3565
1991,2.8,3,15,0.1,181,13,1861,8,5,17,Yes,64.68098676
1367,2.9,4,56,0.8,176,6,299,6,2,10,No,127.2172179
1179,0.5,7,32,0.3,182,12,340,16,5,16,No,150.8738682
721,2.7,1,15,0.2,102,18,3606,10,0,5,Yes,966.7957557
1549,1.8,0,62,0.7,91,4,799,7,3,9,Yes,73.77187112
1349,2.1,3,46,0.9,134,12,2367,11,7,10,Yes,102.9993416
1799,1,1,30,0.6,123,9,445,10,8,10,No,109.6549884
1075,0.5,2,11,0.2,122,16,3927,8,3,7,No,538.5227339
684,0.9,3,63,1,157,9,3756,17,5,12,Yes,959.7141231
1837,0.5,9,36,0.9,162,20,770,14,1,15,Yes,87.39742804
1619,1.9,2,21,0.4,138,9,1641,7,2,13,No,194.426001
965,1.4,1,13,0.9,197,2,2343,17,12,15,No,654.1464907
730,1.5,9,9,0.7,122,15,2787,10,8,7,Yes,604.969218
1361,1.4,1,47,1,169,2,2495,8,7,16,Yes,384.2947738
1494,1.6,3,45,0.8,158,4,3208,11,9,4,No,873.856554
1027,0.8,7,18,1,146,11,1234,7,4,14,Yes,121.1819359
1807,0.8,0,38,0.2,97,0,1069,7,6,7,No,135.7271381
709,2.4,1,11,0.1,130,11,3568,16,14,3,Yes,920.7806139
689,1.4,2,45,0.5,103,11,3585,10,1,10,No,280.1519003
955,0.5,2,2,0.6,155,10,1974,14,1,18,No,373.549104
1872,1.9,5,35,0.6,111,14,2419,15,5,19,No,774.9966024
1259,1.2,0,13,0.5,97,0,340,17,13,4,Yes,13.75693344
695,1.2,1,41,0.4,169,8,2282,5,2,17,No,218.3090249
1969,1.2,9,63,0.2,132,11,298,10,1,10,No,101.6014598
759,2.5,3,39,0.3,162,8,968,6,2,2,No,118.421482
936,1,1,18,0.2,153,18,2391,12,6,3,Yes,532.3288275
1176,2.1,2,62,0.5,168,10,1534,6,2,17,No,277.4198165
1802,2.7,0,10,0.6,101,9,696,14,7,3,No,127.0731064
772,1,0,23,0.6,97,11,2782,7,0,17,No,358.930534
1318,2.4,1,45,0.1,136,7,755,18,3,9,Yes,51.28553279
591,0.5,1,16,0.9,90,17,3746,5,0,5,No,428.4477044
569,2.5,0,41,0.3,124,1,2651,17,7,4,No,300.3377352
