Car_Ad,Car_Brand,year,km_driven,fuel,seller_type,transmission,owner,engine,horsepower,seats,selling_price
Mahindra XUV500 W8 AWD,Mahindra,2013,177000,Diesel,Individual,Manual,First Owner,2179,140,seven,600000
Maruti Swift Ldi BSIV,Maruti,2010,176062,Diesel,Individual,Manual,First Owner,1248,75,five,400000
Mahindra Renault Logan 1.5 Diesel DLSX,Mahindra,2009,176000,Diesel,Individual,Manual,Second Owner,1461,66,five,200000
Maruti Swift Dzire ZDi,Maruti,2008,175802,Diesel,Individual,Manual,Third Owner,1248,73.9,five,320000
Mahindra Bolero PLUS AC BSIII,Mahindra,2011,175000,Diesel,Individual,Manual,Third Owner,2523,63,seven,320000
Tata New Safari Dicor VX 4X2,Tata,2006,175000,Diesel,Individual,Manual,Second Owner,2179,138.1,seven,300000
Mahindra Bolero 2011-2019 Plus - AC BSIII,Mahindra,2011,175000,Diesel,Individual,Manual,Third Owner,2523,63,nine,320000
Renault Duster Adventure Edition,Renault,2014,175000,Diesel,Individual,Manual,First Owner,1461,108.45,five,495000
Maruti Swift Dzire Tour LDI,Maruti,2016,175000,Diesel,Individual,Manual,First Owner,1248,74,five,450000
Maruti Swift Dzire VDi,Maruti,2012,175000,Diesel,Individual,Manual,Fourth & Above Owner,1248,73.9,five,370000
Maruti SX4 VDI,Maruti,2012,175000,Diesel,Individual,Manual,Second Owner,1248,88.8,five,325000
Maruti Swift Vdi BSIII,Maruti,2010,175000,Diesel,Individual,Manual,Third Owner,1248,75,five,305000
Tata Indigo CR4,Tata,2011,175000,Diesel,Individual,Manual,Second Owner,1396,70,five,210000
Tata Indigo eCS LX BSIV,Tata,2011,175000,Diesel,Individual,Manual,Second Owner,1396,69,five,210000
Tata Indigo CS LS (TDI) BS III,Tata,2013,175000,Diesel,Individual,Manual,Second Owner,1396,69,five,200000
Tata Indigo CS LX (TDI) BS III,Tata,2010,175000,Diesel,Individual,Manual,First Owner,1396,69,five,200000
Skoda Octavia Ambiente 1.9 TDI MT,Skoda,2007,175000,Diesel,Individual,Manual,Second Owner,1896,66,five,195000
Maruti Alto LX,Maruti,2011,175000,Petrol,Individual,Manual,Second Owner,796,46.3,five,175000
Maruti Ritz LDi,Maruti,2011,175000,Diesel,Individual,Manual,Second Owner,1248,73.9,five,170000
Maruti Wagon R LXI DUO BSIII,Maruti,2007,175000,LPG,Individual,Manual,First Owner,1061,57.5,five,96000
Mahindra XUV500 W8 4WD,Mahindra,2015,173000,Diesel,Individual,Manual,First Owner,2179,140,seven,850000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Mahindra,2013,173000,Diesel,Individual,Manual,First Owner,2179,120,seven,479000
Honda City i DTEC VX,Honda,2015,173000,Diesel,Individual,Manual,First Owner,1498,98.6,five,635000
Tata Indica V2 DLE BSIII,Tata,2011,172000,Diesel,Individual,Manual,Second Owner,1396,52.8,five,114999
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Toyota,2015,170000,Diesel,Individual,Manual,First Owner,2494,100.6,seven,1400000
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Toyota,2015,170000,Diesel,Individual,Manual,First Owner,2494,100.6,seven,1400000
Mahindra Scorpio S10 7 Seater,Mahindra,2015,170000,Diesel,Individual,Manual,First Owner,2179,120,seven,885000
Maruti Ertiga VDI,Maruti,2013,170000,Diesel,Individual,Manual,Third Owner,1248,88.76,seven,650000
Ford Endeavour 2.5L 4X2 MT,Ford,2012,170000,Diesel,Individual,Manual,First Owner,2499,141,seven,551000
Mahindra Bolero SLE,Mahindra,2009,170000,Diesel,Individual,Manual,Second Owner,2523,63,seven,400000
Mahindra Bolero SLX,Mahindra,2009,170000,Diesel,Individual,Manual,Third Owner,2523,63,seven,300000
Mahindra Bolero DI BSIII,Mahindra,2006,170000,Diesel,Individual,Manual,First Owner,2523,63,seven,145000
Nissan Terrano XL Plus 85 PS,Nissan,2013,170000,Diesel,Individual,Manual,First Owner,1461,83.8,five,509999
Volkswagen Vento Diesel Highline,Volkswagen,2013,170000,Diesel,Individual,Manual,First Owner,1598,103.6,five,450000
Toyota Etios Liva VD,Toyota,2015,170000,Diesel,Individual,Manual,First Owner,1364,67.04,five,387000
Maruti Swift Dzire LDI,Maruti,2015,170000,Diesel,Individual,Manual,First Owner,1248,74,five,370000
Maruti Swift VDI,Maruti,2013,170000,Diesel,Individual,Manual,First Owner,1248,74,five,355000
Chevrolet Optra Magnum 2.0 LS,Chevrolet,2011,170000,Diesel,Individual,Manual,Fourth & Above Owner,1991,123.7,five,272000
Maruti Swift Dzire Vdi BSIV,Maruti,2011,170000,Diesel,Individual,Manual,First Owner,1248,73.9,five,250000
Mahindra Verito 1.5 D2 BSIII,Mahindra,2011,170000,Diesel,Individual,Manual,Second Owner,1461,64.1,five,229999
Ford Fiesta 1.4 SXi TDCi ABS,Ford,2010,170000,Diesel,Individual,Manual,Second Owner,1399,68,five,229999
Ford Figo Diesel Titanium,Ford,2011,170000,Diesel,Individual,Manual,Second Owner,1399,68,five,200000
Hyundai Santro Xing GLS CNG,Hyundai,2011,170000,CNG,Individual,Manual,First Owner,1086,62.1,five,185000
Maruti Eeco 5 Seater AC BSIV,Maruti,2010,170000,Petrol,Individual,Manual,Third Owner,1196,73,five,150000
Maruti Omni LPG CARGO BSIII W IMMOBILISER,Maruti,2010,170000,LPG,Individual,Manual,Second Owner,796,32.8,five,120000
Maruti Zen LX,Maruti,2003,170000,Petrol,Individual,Manual,Third Owner,993,60,five,58000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2009,170000,Diesel,Individual,Manual,Third Owner,2494,102,eight,561000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2007,170000,Diesel,Individual,Manual,First Owner,2494,102,eight,400000
Ford Figo Diesel Celebration Edition,Ford,2013,169000,Diesel,Individual,Manual,First Owner,1399,68.1,five,200000
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,Toyota,2011,168000,Diesel,Individual,Manual,Second Owner,2494,102,seven,750000
Mahindra Xylo E4 BS IV,Mahindra,2010,168000,Diesel,Individual,Manual,First Owner,2498,112,seven,229999
Mahindra Xylo E4 BS IV,Mahindra,2010,168000,Diesel,Individual,Manual,First Owner,2498,112,seven,229999
Skoda Octavia Ambition 2.0 TDI MT,Skoda,2015,168000,Diesel,Individual,Manual,First Owner,1968,141,five,900000
Tata Indica Vista Quadrajet LS,Tata,2014,168000,Diesel,Individual,Manual,Second Owner,1248,74,five,240000
Maruti Wagon R LXI,Maruti,2006,168000,Petrol,Individual,Manual,Second Owner,998,67.1,five,90000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,2011,168000,Diesel,Individual,Manual,Second Owner,2494,102,eight,550000
Honda City i DTEC VX,Honda,2014,167000,Diesel,Individual,Manual,First Owner,1498,98.6,five,650000
Tata Indica Vista Quadrajet 90 VX,Tata,2013,167000,Diesel,Individual,Manual,First Owner,1248,88.8,five,200000
Maruti Wagon R LXI,Maruti,2003,167000,Petrol,Individual,Manual,Second Owner,998,67.1,five,55000
Mahindra Bolero 2011-2019 DI BSIII,Mahindra,2014,167000,Diesel,Individual,Manual,Second Owner,2523,63,eight,350000
Nissan Micra Diesel XV Premium,Nissan,2012,166000,Diesel,Individual,Manual,Second Owner,1461,63.1,five,229999
Mahindra Scorpio SLE BSIV,Mahindra,2010,166000,Diesel,Individual,Manual,Third Owner,2179,120,eight,300000
Mahindra Scorpio 2009-2014 EX 9S BSIII,Mahindra,2013,165500,Diesel,Individual,Manual,Second Owner,2523,75,nine,509999
Mahindra XUV500 W6 2WD,Mahindra,2014,165000,Diesel,Individual,Manual,Second Owner,2179,140,seven,825000
Mahindra TUV 300 T8,Mahindra,2015,165000,Diesel,Individual,Manual,First Owner,1493,100,seven,634000
Mahindra Bolero 2011-2019 ZLX,Mahindra,2012,165000,Diesel,Individual,Manual,First Owner,2523,62.1,seven,450000
Maruti Ritz VDi,Maruti,2011,165000,Diesel,Individual,Manual,First Owner,1248,73.9,five,275000
Maruti Swift Dzire VDi,Maruti,2009,164000,Diesel,Individual,Manual,Second Owner,1248,73.9,five,229999
Maruti Alto LX,Maruti,2003,164000,Petrol,Individual,Manual,Third Owner,796,46.3,five,100000
Ford Figo Diesel EXI Option,Ford,2012,163720,Diesel,Dealer,Manual,First Owner,1399,68,five,195000
Ford Fiesta 1.4 SXi TDCi ABS,Ford,2010,163000,Diesel,Individual,Manual,First Owner,1399,68,five,325000
Ford Fiesta 1.4 ZXi TDCi LE,Ford,2008,163000,Diesel,Individual,Manual,First Owner,1399,68,five,200000
Ford Fiesta 1.4 ZXi TDCi ABS,Ford,2008,163000,Diesel,Individual,Manual,First Owner,1399,68,five,200000
Ford Fiesta 1.4 SXi TDCi ABS,Ford,2008,163000,Diesel,Individual,Manual,Third Owner,1399,68,five,175000
Tata Indica Vista TDI LS,Tata,2013,162500,Diesel,Individual,Manual,First Owner,1405,70,five,170000
Tata Safari Storme EX,Tata,2017,162000,Diesel,Individual,Manual,First Owner,2179,147.94,seven,850000
Toyota Innova 2.5 GX 7 STR,Toyota,2012,162000,Diesel,Individual,Manual,Fourth & Above Owner,2494,102,seven,520000
Maruti Eeco 5 Seater AC BSIV,Maruti,2010,162000,Petrol,Individual,Manual,First Owner,1196,73,five,160000
Maruti A-Star Vxi,Maruti,2010,162000,Petrol,Individual,Manual,Second Owner,998,66.1,five,130000
Mahindra Bolero DI DX 8 Seater,Mahindra,2011,162000,Diesel,Individual,Manual,Second Owner,2523,63,eight,325000
Honda City 1.5 EXI,Honda,2002,161000,Petrol,Individual,Manual,Fourth & Above Owner,1493,100,five,81000
Mahindra Scorpio M2DI,Mahindra,2010,160500,Diesel,Individual,Manual,Fourth & Above Owner,2179,115,five,420000
Mitsubishi Pajero Sport Anniversary Edition,Mitsubishi,2015,160000,Diesel,Individual,Manual,Second Owner,2477,178,seven,1250000
Mitsubishi Pajero Sport Anniversary Edition,Mitsubishi,2015,160000,Diesel,Individual,Manual,Second Owner,2477,178,seven,1250000
Toyota Fortuner 4x2 4 Speed AT,Toyota,2012,160000,Diesel,Individual,Automatic,First Owner,2982,169,seven,1225000
Toyota Innova 2.5 E Diesel PS 7-Seater,Toyota,2010,160000,Diesel,Individual,Manual,First Owner,2494,102,seven,650000
Maruti Ertiga VDI,Maruti,2013,160000,Diesel,Individual,Manual,Third Owner,1248,88.76,seven,625000
Mahindra Bolero 2011-2019 SLX 2WD BSIII,Mahindra,2013,160000,Diesel,Individual,Manual,First Owner,2523,62.1,seven,500000
Tata New Safari DICOR 2.2 VX 4x2,Tata,2011,160000,Diesel,Individual,Manual,First Owner,2179,138,seven,350000
Mahindra Xylo D4,Mahindra,2014,160000,Diesel,Individual,Manual,First Owner,2489,93.7,seven,310000
Mahindra Bolero 2011-2019 EX NON AC,Mahindra,2013,160000,Diesel,Individual,Manual,First Owner,2523,62.1,seven,305000
Tata New Safari 3L Dicor LX 4x2,Tata,2007,160000,Diesel,Individual,Manual,Second Owner,2956,138.1,seven,280000
Honda City i DTEC VX Option,Honda,2015,160000,Diesel,Individual,Manual,First Owner,1498,98.6,five,750000
Honda City i DTEC VX,Honda,2014,160000,Diesel,Individual,Manual,First Owner,1498,98.6,five,600000
Renault Duster 110PS Diesel RxZ,Renault,2015,160000,Diesel,Individual,Manual,First Owner,1461,108.45,five,600000
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2015,160000,Diesel,Individual,Manual,Second Owner,1396,88.73,five,550000
Hyundai Grand i10 CRDi Asta Option,Hyundai,2014,160000,Diesel,Dealer,Manual,Third Owner,1120,70,five,395000
Hyundai Xcent 1.1 CRDi S Option,Hyundai,2015,160000,Diesel,Individual,Manual,First Owner,1120,71.01,five,375000
Skoda Fabia 1.2L Diesel Elegance,Skoda,2011,160000,Diesel,Individual,Manual,Third Owner,1199,75,five,325000
Maruti Swift Dzire 1.2 Lxi BSIV,Maruti,2009,160000,Petrol,Individual,Manual,Third Owner,1197,85.8,five,190000
Hyundai Accent VIVA CRDi,Hyundai,2004,160000,Diesel,Individual,Manual,Third Owner,1493,82,five,170000
Maruti Zen Estilo LXI BSIII,Maruti,2007,160000,Petrol,Individual,Manual,Fourth & Above Owner,998,67.1,five,85000
Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,2013,160000,Diesel,Individual,Manual,Second Owner,2494,100.6,eight,800000
Toyota Innova 2.5 VX 7 STR,Toyota,2012,159000,Diesel,Individual,Manual,Second Owner,2494,102,seven,725000
Maruti Swift Dzire VDI,Maruti,2012,158000,Diesel,Individual,Manual,First Owner,1248,74,five,360000
Ford Figo Titanium Diesel,Ford,2013,158000,Diesel,Dealer,Manual,First Owner,1499,98.96,five,325000
Tata Manza Aura Quadrajet,Tata,2010,158000,Diesel,Individual,Manual,First Owner,1248,90,five,202999
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Mahindra,2003,157138,Diesel,Individual,Manual,Third Owner,2179,120,seven,195000
Mahindra Bolero 2011-2019 ZLX,Mahindra,2013,157000,Diesel,Individual,Manual,First Owner,2523,62.1,seven,467000
Hyundai Verna 1.6 CRDI,Hyundai,2011,157000,Diesel,Individual,Manual,Second Owner,1582,126.3,five,380000
Hyundai Verna 1.6 CRDI,Hyundai,2011,157000,Diesel,Individual,Manual,Second Owner,1582,126.3,five,360000
Mahindra Bolero 2011-2019 Plus AC,Mahindra,2015,156975,Diesel,Individual,Manual,First Owner,2523,62.1,nine,459999
Maruti Ritz VDi,Maruti,2012,156060,Diesel,Individual,Manual,First Owner,1248,73.94,five,280000
Ford Figo Diesel EXI,Ford,2012,156040,Diesel,Dealer,Manual,First Owner,1399,68,five,250000
Tata New Safari DICOR 2.2 EX 4x2,Tata,2011,156000,Diesel,Individual,Manual,First Owner,2179,138.1,seven,350000
Ford Aspire Titanium Diesel BSIV,Ford,2016,155201,Diesel,Dealer,Manual,First Owner,1498,99.23,five,600000
BMW 3 Series 320d Corporate Edition,BMW,2012,155000,Diesel,Individual,Automatic,Second Owner,1995,181,four,900000
Chevrolet Cruze LTZ AT,Chevrolet,2015,155000,Diesel,Individual,Automatic,First Owner,1998,163.7,five,450000
Tata Indigo CS eLX BS IV,Tata,2017,155000,Diesel,Individual,Manual,First Owner,1396,69.01,five,385000
Tata Indigo CS eLX BS IV,Tata,2017,155000,Diesel,Individual,Manual,First Owner,1396,69.01,five,385000
Volkswagen Vento Diesel Highline,Volkswagen,2013,155000,Diesel,Individual,Manual,Second Owner,1598,103.6,five,325000
Hyundai i20 1.4 CRDi Asta,Hyundai,2011,155000,Diesel,Individual,Manual,First Owner,1396,90,five,320000
Skoda Octavia Classic 1.9 TDI MT,Skoda,2007,155000,Diesel,Individual,Manual,First Owner,1896,66,five,300000
Maruti SX4 ZXI MT BSIV Leather,Maruti,2010,155000,Petrol,Individual,Manual,Second Owner,1586,103.3,five,285000
Tata Indica Vista Quadrajet LS,Tata,2015,155000,Diesel,Individual,Manual,Second Owner,1248,74,five,250000
Ford Fiesta EXi 1.4 TDCi Ltd,Ford,2011,155000,Diesel,Individual,Manual,Second Owner,1399,68,five,220000
Maruti Wagon R LXI Minor,Maruti,2010,155000,Petrol,Individual,Manual,Third Owner,998,67.1,five,150000
Toyota Innova 2.5 V Diesel 8-seater,Toyota,2012,155000,Diesel,Dealer,Manual,First Owner,2494,102,eight,911000
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,2010,155000,Diesel,Individual,Manual,Third Owner,2494,102,eight,786000
Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2009,155000,Diesel,Individual,Automatic,Second Owner,2179,120,eight,600000
Hyundai Creta 1.6 CRDi SX,Hyundai,2016,154000,Diesel,Individual,Manual,First Owner,1582,126.2,five,1150000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2008,154000,Diesel,Individual,Manual,Third Owner,2494,102,eight,500000
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2011,153000,Diesel,Individual,Manual,First Owner,1582,126.32,five,390000
Toyota Innova 2.5 VX 8 STR,Toyota,2012,153000,Diesel,Individual,Manual,First Owner,2494,102,eight,960000
Maruti Swift Ldi BSIII,Maruti,2008,152500,Diesel,Individual,Manual,First Owner,1248,75,five,235000
Renault Duster 85PS Diesel RxL Optional with Nav,Renault,2013,152186,Diesel,Dealer,Manual,Second Owner,1461,83.8,five,425000
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,Mahindra,2007,152000,Diesel,Individual,Manual,Fourth & Above Owner,2609,120,nine,200000
Hyundai i20 Active 1.4,Hyundai,2016,152000,Diesel,Individual,Manual,First Owner,1396,88.73,five,580000
Mitsubishi Pajero Sport 4X4,Mitsubishi,2013,151000,Diesel,Dealer,Manual,First Owner,2477,175.56,seven,1090000
Toyota Fortuner 3.0 Diesel,Toyota,2010,151000,Diesel,Individual,Manual,Second Owner,2982,171,seven,800000
Maruti Swift Vdi BSIII,Maruti,2009,151000,Diesel,Individual,Manual,Second Owner,1248,75,five,250000
Toyota Innova 2.5 VX 8 STR,Toyota,2012,151000,Diesel,Individual,Manual,First Owner,2494,102,eight,1100000
Maruti Swift VXI BSIV,Maruti,2015,150546,Petrol,Dealer,Manual,First Owner,1197,81.8,five,500000
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2014,150360,Diesel,Individual,Manual,First Owner,1582,126.32,five,645000
Toyota Fortuner 4x2 Manual,Toyota,2014,150000,Diesel,Individual,Manual,First Owner,2982,168.5,seven,1380000
Toyota Fortuner 4x2 Manual,Toyota,2014,150000,Diesel,Individual,Manual,First Owner,2982,168.5,seven,1380000
Toyota Fortuner 4x2 Manual,Toyota,2014,150000,Diesel,Individual,Manual,First Owner,2982,168.5,seven,1380000
Tata Hexa XT,Tata,2017,150000,Diesel,Individual,Manual,First Owner,2179,153.86,seven,1200000
Mahindra XUV500 W8 4WD,Mahindra,2013,150000,Diesel,Individual,Manual,Second Owner,2179,140,seven,800000
Toyota Fortuner 3.0 Diesel,Toyota,2010,150000,Diesel,Individual,Manual,Second Owner,2982,171,seven,750000
Mahindra XUV500 W8 AWD,Mahindra,2013,150000,Diesel,Individual,Manual,Second Owner,2179,140,seven,720000
Mahindra Scorpio 1.99 S4 Plus,Mahindra,2015,150000,Diesel,Individual,Manual,First Owner,1997,120,seven,650000
Tata New Safari DICOR 2.2 VX 4x4,Tata,2009,150000,Diesel,Individual,Manual,First Owner,2179,138,seven,380000
Mahindra Bolero DI DX 7 Seater,Mahindra,2009,150000,Diesel,Individual,Manual,Second Owner,2523,63,seven,270000
Tata New Safari DICOR 2.2 EX 4x2,Tata,2009,150000,Diesel,Individual,Manual,Fourth & Above Owner,2179,138.1,seven,150000
Mahindra Bolero DI,Mahindra,2004,150000,Diesel,Individual,Manual,Second Owner,2523,63,seven,120000
Mahindra Bolero 2011-2019 DI - AC BS III,Mahindra,2016,150000,Diesel,Individual,Manual,First Owner,2523,63,nine,550000
Toyota Platinum Etios 1.4 GXD,Toyota,2018,150000,Diesel,Individual,Manual,First Owner,1364,67.05,five,670000
Toyota Platinum Etios 1.4 GD,Toyota,2017,150000,Diesel,Individual,Manual,First Owner,1364,67.05,five,632000
Maruti Swift Dzire LDI,Maruti,2016,150000,Diesel,Individual,Manual,First Owner,1248,74,five,600000
Nissan Terrano XL 110 PS,Nissan,2014,150000,Diesel,Individual,Manual,First Owner,1461,108.5,five,540000
Hyundai Verna 1.6 SX,Hyundai,2013,150000,Diesel,Individual,Manual,Second Owner,1582,126.32,five,522000
Maruti Swift Dzire VDI,Maruti,2013,150000,Diesel,Individual,Manual,First Owner,1248,74,five,470000
Mahindra Scorpio M2DI,Mahindra,2011,150000,Diesel,Individual,Manual,Fourth & Above Owner,2179,115,five,450000
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2012,150000,Diesel,Individual,Manual,Third Owner,1582,126.32,five,450000
Maruti Swift Dzire VDI,Maruti,2014,150000,Diesel,Individual,Manual,Third Owner,1248,74,five,409999
Hyundai i20 1.4 CRDi Asta,Hyundai,2011,150000,Diesel,Individual,Manual,Fourth & Above Owner,1396,90,five,380000
Hyundai i20 Sportz AT 1.4,Hyundai,2013,150000,Petrol,Individual,Automatic,Second Owner,1396,98.6,five,330000
Maruti Swift VXI,Maruti,2013,150000,Petrol,Individual,Manual,Second Owner,1197,85.8,five,325000
Ford Figo Diesel ZXI,Ford,2012,150000,Diesel,Individual,Manual,First Owner,1399,68,five,325000
Volkswagen Vento Diesel Highline,Volkswagen,2012,150000,Diesel,Individual,Manual,Second Owner,1598,103.6,five,300000
Maruti Swift Vdi BSIII,Maruti,2009,150000,Diesel,Individual,Manual,First Owner,1248,75,five,300000
Skoda Octavia Classic 1.9 TDI MT,Skoda,2006,150000,Diesel,Individual,Manual,Third Owner,1896,66,five,280000
Maruti Swift Ldi BSIII,Maruti,2007,150000,Diesel,Individual,Manual,Fourth & Above Owner,1248,75,five,250000
Skoda Fabia 1.2 TDI Active Plus,Skoda,2013,150000,Diesel,Individual,Manual,Second Owner,1199,75,five,250000
Tata Indigo CS LX (TDI) BS III,Tata,2013,150000,Diesel,Individual,Manual,First Owner,1396,69,five,200000
Hyundai Verna CRDi ABS,Hyundai,2007,150000,Diesel,Individual,Manual,Second Owner,1493,110,five,180000
Tata Manza Aura (ABS) Quadrajet BS IV,Tata,2010,150000,Diesel,Individual,Manual,Third Owner,1248,88.8,five,170000
Tata Indigo GLX,Tata,2011,150000,Petrol,Individual,Manual,First Owner,1396,85,five,150000
Maruti Wagon R LXI,Maruti,2005,150000,Petrol,Individual,Manual,Third Owner,998,67.1,five,150000
Tata Indigo CS LX (TDI) BS III,Tata,2012,150000,Diesel,Individual,Manual,Third Owner,1396,69,five,150000
Maruti Ritz VDi,Maruti,2009,150000,Diesel,Individual,Manual,Third Owner,1248,73.9,five,145000
Skoda Fabia 1.4 TDI Ambiente,Skoda,2008,150000,Diesel,Individual,Manual,Third Owner,1422,70,five,140000
Maruti Wagon R LXI,Maruti,2006,150000,Petrol,Individual,Manual,Second Owner,998,67.1,five,140000
Maruti Wagon R LXI Minor,Maruti,2009,150000,Petrol,Individual,Manual,Second Owner,1061,67,five,135000
Maruti Zen Estilo 1.1 LX BSIII,Maruti,2007,150000,Petrol,Individual,Manual,Second Owner,1061,64,five,120000
Maruti Alto LX,Maruti,2005,150000,Petrol,Individual,Manual,Second Owner,796,46.3,five,85000
Maruti Alto LXi,Maruti,2006,150000,Petrol,Individual,Manual,Second Owner,796,46.3,five,85000
Maruti Alto STD,Maruti,2010,150000,Petrol,Individual,Manual,Third Owner,796,46.3,five,85000
