battery_power,blue_tooth,clock_speed,dual_sim,Front_Camera_mx,four_g,int_memory,mobile_dep,mobile_wt,n_cores,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_$
606,No,2.5,No,1,Yes,53,0.2,146,four,2,1223,19,12,7,Yes,No,No,108.9373449
502,No,1.5,Yes,7,No,37,0.2,199,two,12,1649,6,1,14,No,Yes,No,155.0800575
957,Yes,0.7,No,0,Yes,4,0.1,160,two,0,1898,12,4,3,Yes,Yes,No,288.3257556
1658,Yes,1.4,Yes,0,Yes,38,0.3,159,five,0,2609,12,11,19,Yes,No,No,384.6737639
1681,Yes,2.5,Yes,6,No,18,0.3,167,one,7,2265,5,3,20,Yes,Yes,Yes,568.8806831
1983,Yes,0.5,Yes,3,No,43,1,87,six,10,2775,9,4,3,No,Yes,Yes,586.8900677
1753,No,1.2,No,8,Yes,12,0.9,113,seven,17,1445,17,16,12,Yes,Yes,Yes,303.2299766
1632,Yes,1.4,No,0,No,41,0.1,132,four,1,2614,5,4,15,Yes,No,No,483.3347336
1949,Yes,1.4,No,7,No,57,0.3,145,seven,11,356,5,3,19,No,No,No,63.80575623
1696,No,1.7,No,1,No,13,0.9,97,three,2,523,5,0,4,No,Yes,Yes,99.7252035
688,No,2.5,Yes,0,No,57,0.8,131,seven,3,3745,17,1,4,No,Yes,No,618.4312958
1104,No,1.7,No,1,Yes,60,0.4,199,two,13,1229,6,0,3,Yes,Yes,Yes,156.7628457
1122,No,2.8,No,0,No,28,0.6,184,three,4,1402,14,10,3,No,Yes,No,179.6058248
504,Yes,0.5,Yes,2,Yes,46,0.9,172,five,14,2085,13,5,8,Yes,No,No,271.140047
1154,No,0.5,No,12,Yes,14,0.7,156,seven,14,587,8,3,4,Yes,Yes,Yes,90.99603143
1727,No,2.1,No,2,Yes,63,0.6,85,seven,8,2457,19,13,7,Yes,No,Yes,990.3021216
1674,No,2.8,Yes,0,Yes,52,0.2,89,three,7,2030,7,0,6,Yes,No,No,362.4490107
1948,No,2.8,Yes,5,Yes,18,0.2,135,two,14,816,16,2,3,Yes,No,No,110.5234607
1218,Yes,2.8,Yes,3,No,39,0.8,150,seven,14,1667,10,0,12,No,No,No,74.89347307
531,No,1.1,No,10,No,63,0.7,189,seven,14,2958,17,1,19,No,Yes,No,448.9692587
1057,No,2.1,No,4,No,5,0.5,154,five,13,3705,6,4,13,Yes,No,No,888.7909931
576,No,1.2,No,1,No,30,0.8,162,eight,5,2800,11,6,16,No,Yes,Yes,569.8954194
1960,Yes,2.1,No,1,No,7,0.2,165,seven,9,3773,11,9,6,No,Yes,Yes,581.2043685
673,Yes,1.7,Yes,3,Yes,22,0.1,88,one,5,2050,7,2,17,Yes,Yes,No,217.5116794
718,No,0.7,Yes,0,Yes,21,0.8,88,one,7,1754,17,11,9,Yes,No,Yes,126.2486122
864,No,1.7,No,3,Yes,35,0.3,103,three,7,1904,12,8,13,Yes,Yes,Yes,141.6547034
547,No,1.9,Yes,1,No,37,0.4,154,five,4,2705,17,3,10,Yes,Yes,No,102.835518
623,Yes,0.9,No,1,Yes,3,0.1,102,eight,7,3537,16,13,3,Yes,No,Yes,487.7503107
1793,No,0.7,Yes,11,No,27,0.4,154,five,13,1370,16,3,19,Yes,No,Yes,230.9874352
1720,Yes,0.7,Yes,0,No,19,0.1,137,two,3,1222,13,2,7,No,No,No,232.723437
812,No,0.5,Yes,1,No,64,1,106,four,7,3102,6,0,2,No,No,No,375.9142537
980,Yes,0.5,No,0,Yes,33,0.9,160,six,0,2268,7,5,4,Yes,Yes,No,335.3677472
643,No,1,No,9,Yes,18,0.2,187,eight,12,2648,7,5,18,Yes,Yes,Yes,133.834754
1925,No,3,Yes,0,Yes,16,0.8,175,eight,11,2173,7,3,19,Yes,Yes,No,32.20972353
1408,Yes,2.5,No,3,No,32,0.1,151,four,6,3162,19,18,3,Yes,No,No,818.7155281
1522,Yes,0.7,Yes,4,No,28,0.2,124,one,5,1368,14,5,17,Yes,No,Yes,226.0613199
587,Yes,2.5,No,16,Yes,51,0.6,111,one,17,2746,10,4,7,Yes,No,Yes,416.063048
1959,No,0.5,Yes,5,No,18,0.7,191,six,20,619,7,4,8,Yes,Yes,Yes,133.591384
1872,No,0.5,Yes,3,No,17,0.7,89,six,6,724,17,3,9,Yes,No,Yes,211.7356312
1043,Yes,0.5,No,7,No,42,0.1,111,three,8,912,16,9,6,No,Yes,No,98.71216687
1809,No,0.5,No,6,No,23,0.7,123,six,19,2784,12,6,20,Yes,Yes,Yes,697.7572282
1703,Yes,0.5,No,5,Yes,23,0.2,92,six,7,793,7,3,17,Yes,Yes,No,152.4566142
1095,Yes,0.5,No,4,No,45,0.5,197,one,5,560,9,1,10,Yes,Yes,No,113.7122685
1414,No,2.6,No,1,No,27,0.6,137,four,20,312,5,2,8,No,No,Yes,124.2093792
1659,Yes,2.5,No,2,No,41,0.1,88,seven,18,545,12,0,9,No,Yes,Yes,120.6364623
1540,No,0.7,Yes,1,No,60,0.8,197,seven,12,1591,19,0,2,Yes,No,Yes,246.106935
1342,No,1,No,0,Yes,31,0.6,86,seven,1,2746,15,5,10,Yes,Yes,No,693.7110299
1189,Yes,2.3,No,13,No,8,0.5,198,three,14,893,9,6,13,Yes,Yes,No,122.03252
518,Yes,2.4,No,0,Yes,62,0.6,128,six,0,2514,16,12,7,Yes,Yes,Yes,181.5523696
1449,No,0.8,Yes,3,Yes,10,0.2,144,one,12,1032,10,0,8,Yes,Yes,Yes,135.285818
516,No,1.1,Yes,0,Yes,39,0.4,91,five,7,819,8,0,10,Yes,Yes,Yes,63.5473291
1569,No,0.8,Yes,8,No,59,0.9,111,three,16,3672,15,2,15,Yes,No,Yes,1027.258849
1312,Yes,0.8,Yes,0,No,24,0.9,156,six,0,3833,14,13,17,No,Yes,No,834.4510406
1893,Yes,0.5,Yes,1,No,23,0.1,179,eight,3,1482,15,7,17,No,Yes,No,455.3403256
1076,No,2.5,No,3,No,14,0.2,105,five,4,2043,7,5,14,No,No,No,124.5929172
530,Yes,2.6,No,1,No,40,0.9,118,six,2,1229,16,11,2,No,Yes,No,106.2924519
1044,Yes,2.8,Yes,7,No,33,0.6,129,four,13,1816,17,16,15,Yes,No,Yes,207.825951
1330,No,1.1,No,11,No,37,0.7,126,seven,20,2166,10,1,4,Yes,No,No,212.1533532
1836,No,1.1,Yes,0,No,14,0.7,104,five,1,2469,18,6,7,Yes,Yes,Yes,656.0637299
1741,Yes,0.5,No,1,Yes,55,0.1,140,five,3,2575,13,10,7,Yes,Yes,Yes,271.6526272
1869,No,2.6,No,0,Yes,30,0.4,152,one,13,1375,15,3,19,Yes,No,No,144.6780107
1331,No,0.5,No,8,No,55,0.9,146,three,15,1732,6,2,11,Yes,No,Yes,294.3919449
1655,Yes,0.5,Yes,6,Yes,4,0.1,105,three,12,673,10,3,12,Yes,No,No,89.22998048
605,No,1.5,No,9,Yes,18,0.9,162,two,14,2301,15,9,8,Yes,No,No,285.9761633
1245,Yes,0.6,No,2,No,30,0.7,105,five,3,2676,17,8,7,Yes,No,No,251.404293
1709,Yes,0.8,No,8,Yes,58,0.8,136,two,10,1781,18,3,17,Yes,No,No,355.660803
846,Yes,2.6,No,0,Yes,58,0.1,123,four,15,2248,16,8,13,Yes,No,No,448.5588218
1403,Yes,2.5,Yes,3,No,62,0.9,90,four,13,921,14,13,18,Yes,No,No,104.4534228
688,Yes,1.5,No,0,No,2,1,89,three,2,391,5,2,8,Yes,Yes,Yes,77.04033683
775,Yes,2.5,Yes,1,Yes,10,0.1,185,seven,14,1719,19,3,18,Yes,Yes,Yes,246.7383403
1154,No,2,No,6,Yes,35,0.8,159,five,16,3262,16,15,16,Yes,No,No,1086.501395
1375,No,0.5,Yes,2,Yes,35,0.1,194,two,3,1947,15,13,15,Yes,Yes,Yes,211.7261465
1827,Yes,0.8,No,4,No,61,0.9,130,seven,9,2693,8,3,7,No,Yes,Yes,733.2897875
1697,No,0.5,No,0,Yes,60,0.1,90,four,0,441,15,1,11,Yes,Yes,No,132.4096218
741,No,1.5,No,1,No,14,0.3,178,five,13,1886,19,11,9,Yes,Yes,Yes,94.56078908
1672,Yes,0.5,Yes,13,Yes,32,0.7,174,one,20,1267,17,4,20,Yes,Yes,No,224.1905713
514,Yes,0.7,No,4,No,57,0.1,186,three,7,687,6,0,20,Yes,Yes,Yes,26.6081883
1375,Yes,1.3,Yes,2,No,12,0.1,105,one,13,2890,17,1,12,No,No,No,854.1613638
989,Yes,1.8,Yes,4,Yes,55,0.7,124,one,12,1737,8,5,10,Yes,No,Yes,271.788074
1510,Yes,2.5,Yes,11,No,47,0.7,138,two,13,887,18,6,5,No,No,No,104.0528082
1266,No,2.6,No,1,No,18,0.4,86,seven,2,398,16,8,3,Yes,Yes,Yes,106.7240079
1396,No,2.4,Yes,0,No,46,0.1,138,seven,1,2389,7,3,15,No,No,Yes,259.4023975
808,No,2.3,No,3,No,45,0.8,161,one,9,3431,15,6,13,No,Yes,Yes,861.5658532
1542,No,2.3,No,1,No,43,0.8,182,two,11,3601,14,4,16,No,No,No,620.4842366
745,Yes,0.6,Yes,5,No,35,0.8,102,eight,10,2459,14,1,16,Yes,Yes,No,192.383097
1735,Yes,1.9,Yes,0,Yes,59,0.7,148,six,0,3230,6,1,9,Yes,Yes,No,655.7977478
586,No,0.5,Yes,1,No,57,0.3,188,two,5,3646,15,4,11,Yes,Yes,Yes,711.639557
1341,Yes,2.1,Yes,0,No,36,0.4,107,eight,1,2200,18,14,15,No,Yes,No,354.7590452
781,Yes,1.3,Yes,1,No,64,0.2,88,two,7,3862,17,10,9,No,No,No,656.6243117
501,Yes,0.5,Yes,14,No,22,0.5,174,six,20,3077,17,3,17,No,No,No,434.2399122
1224,Yes,1.8,Yes,2,Yes,44,0.2,139,two,9,621,11,4,14,Yes,Yes,Yes,99.34770532
1970,No,1.6,Yes,11,Yes,58,0.3,80,eight,19,2372,14,12,2,Yes,Yes,No,259.7576518
618,Yes,2.2,Yes,0,Yes,63,0.9,138,two,1,2574,14,3,5,Yes,Yes,No,287.5514726
1537,No,2.9,No,11,Yes,46,0.8,158,four,17,2857,17,14,2,Yes,Yes,Yes,748.4025894
1018,No,2.2,No,8,No,16,0.6,153,eight,10,3143,17,12,20,No,Yes,No,587.7812034
1545,No,1.3,Yes,15,Yes,35,0.1,173,five,20,3197,14,9,6,Yes,No,Yes,705.4627052
1871,No,2.1,No,4,Yes,41,0.4,144,eight,5,2727,15,8,11,Yes,No,No,653.8955184
1729,Yes,2.1,Yes,1,No,12,0.9,186,one,6,1519,9,4,5,Yes,No,Yes,174.8427202
680,Yes,2.1,Yes,9,Yes,9,0.1,131,three,11,2438,14,2,17,Yes,No,No,464.3216545
1106,Yes,1.9,No,4,No,54,0.7,107,three,9,2674,9,3,9,Yes,No,Yes,399.9741124
635,Yes,0.6,Yes,1,Yes,50,0.3,97,five,13,2107,13,12,12,Yes,No,No,144.4204552
618,No,0.6,No,8,No,16,0.2,143,one,14,2262,16,15,4,No,Yes,No,415.7760515
1671,No,0.5,Yes,13,No,5,0.9,179,eight,18,815,16,6,10,Yes,Yes,Yes,153.105901
1562,Yes,1.2,Yes,0,Yes,52,0.1,105,seven,9,2829,13,10,3,Yes,Yes,Yes,397.9174684
1975,Yes,1.9,Yes,2,No,31,0.9,151,one,17,3022,13,5,19,No,No,Yes,877.5246223
831,Yes,0.7,No,2,Yes,62,0.7,134,eight,9,2573,16,12,18,Yes,No,Yes,355.0091313
1524,Yes,1.8,Yes,0,No,10,0.6,174,four,1,2678,16,5,13,Yes,No,Yes,570.0848733
1528,Yes,1.8,Yes,3,Yes,55,0.8,129,five,6,1282,11,9,11,Yes,Yes,Yes,169.3901106
1447,Yes,2.5,Yes,2,No,9,0.2,155,eight,16,568,12,11,8,No,No,No,111.4658335
1344,No,1.5,No,1,No,14,0.5,190,one,3,2074,8,1,5,Yes,Yes,No,117.3905095
564,No,3,Yes,1,No,8,0.7,130,two,3,2227,9,2,14,Yes,No,Yes,204.3482164
921,No,0.6,Yes,1,No,60,0.1,83,two,3,1080,10,0,6,No,No,Yes,65.33551315
1413,Yes,1.7,No,2,No,10,0.2,200,six,6,2867,5,4,15,No,Yes,No,395.1903667
831,No,2.4,No,10,No,55,0.5,86,six,12,1075,12,11,3,Yes,Yes,No,43.81521103
802,No,0.5,Yes,3,No,43,0.6,153,five,6,3063,17,13,4,No,Yes,No,438.3026045
1923,No,1.3,No,3,No,24,1,86,four,4,2479,9,2,15,Yes,Yes,No,195.9756777
1193,Yes,3,No,10,No,56,0.4,196,three,17,2394,19,11,14,Yes,Yes,No,391.8024232
904,Yes,1.2,Yes,10,Yes,31,0.8,112,three,11,2814,13,3,19,Yes,No,No,441.7935666
1285,No,2.4,No,1,Yes,51,1,140,seven,2,2094,8,0,10,Yes,No,No,273.531537
1635,No,2.6,Yes,0,Yes,2,0.6,182,four,0,2315,10,1,2,Yes,Yes,No,701.9341748
1923,No,1,Yes,5,Yes,14,0.9,154,four,6,2519,13,0,16,Yes,No,Yes,364.2252714
1851,Yes,1.9,Yes,3,Yes,12,0.9,198,six,11,735,7,6,14,Yes,No,Yes,89.28858146
727,Yes,1.5,No,0,Yes,32,1,131,seven,1,1891,19,13,7,Yes,No,Yes,192.729569
1396,No,1.5,Yes,0,Yes,44,0.1,118,six,1,1386,7,1,8,Yes,Yes,Yes,251.792951
877,No,1.3,Yes,9,Yes,46,0.8,135,one,14,3260,14,12,6,Yes,No,No,313.0791265
696,Yes,2.4,No,11,Yes,35,0.2,103,three,13,2022,14,11,4,Yes,No,Yes,196.1630644
1009,Yes,1,Yes,2,No,2,0.6,102,eight,14,1716,7,5,15,No,No,No,218.0741082
1526,No,1.1,Yes,2,Yes,38,0.3,116,five,6,3317,7,1,8,Yes,Yes,Yes,302.7214902
987,No,2,Yes,1,No,20,0.8,192,seven,3,1454,11,3,8,Yes,Yes,No,85.86453624
1414,Yes,2.2,Yes,0,Yes,49,0.5,101,four,1,2290,13,0,12,Yes,Yes,No,133.2622889
1732,No,0.8,No,2,No,61,0.3,172,five,3,3940,17,11,20,No,Yes,Yes,839.6671429
1587,Yes,0.5,No,0,No,50,0.9,148,eight,15,461,17,4,4,Yes,No,Yes,106.0721814
1097,No,0.8,No,10,Yes,21,0.1,160,seven,15,2219,15,6,12,Yes,No,Yes,334.3186959
504,No,2.8,Yes,0,No,40,0.5,178,three,0,470,6,0,16,Yes,No,No,121.0664293
1159,No,2.7,No,13,Yes,28,0.2,80,eight,18,2495,10,0,9,Yes,Yes,Yes,287.662316
1910,No,1.4,No,0,No,29,0.6,146,seven,2,2944,8,7,2,Yes,Yes,Yes,156.4624907
865,No,1.2,Yes,8,No,59,0.1,159,three,9,2361,16,11,19,Yes,No,Yes,464.4528229
1930,Yes,2,No,11,No,16,0.8,186,eight,12,1783,17,3,13,No,No,Yes,238.2238349
860,Yes,1.3,Yes,8,Yes,40,0.7,170,three,13,2832,13,7,20,Yes,Yes,Yes,349.4316935
1268,Yes,2.9,No,9,Yes,42,0.9,182,six,17,931,11,5,20,Yes,Yes,No,108.887143
999,Yes,1.8,Yes,0,Yes,27,0.1,167,four,1,1344,17,10,5,Yes,No,No,101.2805116
622,No,0.7,No,0,Yes,9,0.3,127,two,0,3916,13,1,5,Yes,No,Yes,426.722608
1250,Yes,1.4,No,8,No,44,0.2,182,seven,20,1882,14,1,14,No,No,No,260.0750637
763,Yes,0.5,No,9,Yes,51,0.3,104,five,12,2865,11,6,9,Yes,Yes,Yes,630.1717195
1100,Yes,1.6,No,12,No,15,0.1,112,eight,14,757,12,2,16,Yes,Yes,Yes,57.29573485
815,No,2,Yes,4,No,51,0.3,85,six,12,3469,5,4,6,Yes,No,Yes,1068.020845
618,Yes,0.5,Yes,2,Yes,57,0.2,88,three,7,2399,18,15,17,Yes,Yes,Yes,156.6797783
553,Yes,2.2,Yes,0,Yes,18,0.7,136,two,1,3300,12,10,20,Yes,No,No,390.9146184
673,Yes,2.2,Yes,2,No,3,0.4,84,two,9,2719,19,2,9,Yes,Yes,Yes,458.0418113
563,No,2,Yes,3,No,47,0.3,115,seven,12,3012,14,4,15,Yes,No,No,331.1645799
1590,No,1.5,Yes,12,Yes,14,0.5,187,four,15,2836,6,5,4,Yes,No,No,210.5468699
1031,Yes,2.1,Yes,2,Yes,11,0.1,121,two,9,2385,11,7,16,Yes,No,No,420.7360899
909,Yes,0.5,Yes,9,No,30,0.4,97,three,10,594,12,0,4,Yes,Yes,Yes,121.642268
1880,No,0.5,No,0,Yes,7,0.6,104,four,1,2968,9,0,3,Yes,Yes,No,623.4048541
1479,Yes,1.8,Yes,0,Yes,24,0.1,146,six,0,3762,12,10,5,Yes,No,No,555.5673961
1271,No,1.5,Yes,0,No,2,0.9,161,one,1,892,15,13,20,No,Yes,No,265.8104916
709,No,1.9,No,11,Yes,13,0.1,81,eight,15,467,17,11,5,Yes,Yes,Yes,107.3680805
1744,No,2.8,No,0,Yes,62,0.7,158,one,0,345,10,6,14,Yes,No,No,68.92799825
1314,Yes,2.2,No,0,Yes,40,0.8,116,seven,1,3033,9,8,17,Yes,Yes,Yes,484.8374551
1136,No,0.5,No,0,Yes,9,0.9,150,six,2,2110,9,5,16,Yes,No,Yes,724.4593798
1039,Yes,2.7,No,11,No,56,0.3,125,eight,13,3105,14,8,5,No,Yes,Yes,631.3478198
1300,Yes,0.5,No,5,No,62,0.1,156,six,7,874,15,3,10,Yes,Yes,No,132.4704355
732,Yes,2.3,Yes,7,Yes,39,0.6,188,seven,11,3681,19,3,15,Yes,Yes,Yes,744.1634343
511,No,0.7,Yes,1,Yes,52,0.7,180,two,10,3865,8,3,7,Yes,No,Yes,396.9123629
1092,Yes,0.5,Yes,10,No,11,0.5,167,three,14,737,14,4,11,No,Yes,No,131.3925276
921,Yes,2.2,Yes,12,Yes,10,0.1,170,seven,18,3153,8,2,11,Yes,Yes,No,753.0817128
1030,Yes,0.5,No,4,Yes,37,0.7,147,one,8,2800,8,6,12,Yes,No,Yes,826.9888858
1130,No,1.8,Yes,0,No,27,0.9,101,one,8,315,14,5,11,Yes,Yes,No,183.2978845
1299,No,2.8,Yes,2,No,60,0.8,187,eight,6,1412,13,1,20,No,Yes,Yes,223.2735789
1009,Yes,2.8,Yes,7,Yes,2,0.6,115,seven,15,2286,19,8,13,Yes,No,No,306.5457605
1735,No,1.8,Yes,16,No,34,0.1,140,two,17,2392,17,15,19,Yes,No,Yes,152.5781585
1129,Yes,2.8,Yes,0,No,49,0.5,185,two,2,1857,8,4,5,Yes,Yes,Yes,225.2581581
708,No,1.9,No,0,No,26,0.3,116,seven,1,1419,10,6,16,Yes,Yes,Yes,91.47616721
894,No,0.7,No,2,Yes,58,0.1,123,two,3,3305,12,7,2,Yes,No,No,618.4793999
530,No,2.4,No,1,No,32,0.3,88,six,20,959,17,7,6,No,Yes,No,129.8690743
1481,Yes,2,Yes,0,No,35,0.5,105,three,0,2635,17,16,4,Yes,No,Yes,571.2114634
1068,No,2.7,Yes,0,Yes,45,0.6,194,five,1,1754,17,7,9,Yes,No,Yes,240.104322
1487,No,0.5,No,6,Yes,57,0.7,84,three,12,2563,18,4,14,Yes,No,No,335.0698049
1524,No,2.5,Yes,11,Yes,41,1,96,four,20,1936,7,0,9,Yes,Yes,Yes,155.7028691
1093,No,1.9,Yes,2,Yes,22,0.3,196,eight,14,1869,8,5,4,Yes,Yes,Yes,179.580181
1816,Yes,1.6,Yes,0,No,50,0.1,186,five,2,3637,11,7,16,No,No,Yes,563.4119107
627,No,1.8,No,2,No,20,0.8,142,three,8,896,17,6,14,No,No,No,103.3868797
989,Yes,0.7,No,13,Yes,51,0.4,132,three,15,2349,10,1,20,Yes,No,Yes,164.638961
1895,No,0.5,No,2,Yes,5,0.7,134,one,11,774,15,4,6,Yes,Yes,No,264.3519047
805,Yes,1.7,Yes,0,Yes,58,0.9,168,three,10,3397,7,6,2,Yes,No,No,482.884446
713,Yes,1.6,No,7,Yes,2,0.4,181,eight,9,485,10,6,4,Yes,Yes,Yes,125.5448226
864,No,2.5,No,10,Yes,24,0.7,148,four,15,3964,13,8,12,Yes,Yes,No,611.3605717
1177,No,0.9,No,1,No,11,1,181,four,7,1887,8,5,11,Yes,Yes,Yes,204.7657728
582,No,0.5,No,8,No,32,0.7,107,three,11,2977,6,1,20,No,Yes,Yes,328.4836782
1898,No,1.8,Yes,3,Yes,56,0.2,185,seven,4,2114,10,5,19,Yes,Yes,Yes,443.2559601
1158,No,0.7,Yes,1,Yes,29,0.7,123,two,20,1542,17,9,15,Yes,No,Yes,145.2540597
1451,Yes,0.5,No,5,Yes,57,0.6,181,eight,12,3038,15,7,18,Yes,No,Yes,439.9677174
1820,Yes,1.4,No,5,No,51,0.9,163,seven,10,2481,11,9,11,No,No,No,289.4616864
984,No,0.5,Yes,3,Yes,9,0.8,140,three,20,841,18,15,16,Yes,No,No,48.55479045
580,Yes,2.1,Yes,0,No,24,0.4,135,four,5,3565,12,11,8,Yes,No,Yes,114.0605521
1263,Yes,2,No,0,No,5,0.4,146,six,3,1958,9,6,4,Yes,Yes,Yes,647.4954316
1237,No,0.5,No,2,No,27,0.1,87,eight,5,2454,14,0,8,Yes,Yes,Yes,532.992552
514,Yes,1.6,No,7,Yes,37,0.1,172,one,9,3392,12,8,5,Yes,Yes,Yes,629.9493639
1515,No,2.6,No,0,Yes,56,0.9,184,three,1,262,14,4,20,Yes,Yes,No,96.80158077
721,No,0.5,Yes,6,Yes,6,0.4,194,four,9,530,8,4,8,Yes,No,Yes,78.07619819
603,Yes,2.5,Yes,3,No,35,0.7,126,three,16,3703,13,1,9,No,No,Yes,555.6825955
1426,Yes,2.5,No,2,Yes,55,0.4,109,one,7,2562,5,1,3,Yes,No,No,385.9611446
1820,Yes,1.7,Yes,0,Yes,64,0.6,161,one,3,574,10,2,18,Yes,Yes,No,159.1348524
1215,No,1,No,4,No,16,0.1,130,four,8,2632,7,1,15,No,No,Yes,657.998036
697,No,2.7,Yes,5,Yes,20,0.4,173,two,6,259,12,6,4,Yes,Yes,Yes,25.67521492
717,Yes,0.5,Yes,4,No,10,0.6,198,one,5,688,10,7,15,No,Yes,No,131.885038
1348,Yes,2,Yes,5,No,36,0.3,145,six,6,2554,19,1,12,No,Yes,No,204.6766296
1164,Yes,2.6,Yes,0,No,61,0.3,88,one,6,3859,11,10,17,No,Yes,No,606.0028375
578,Yes,0.5,No,9,Yes,62,0.3,170,five,13,2977,15,12,5,Yes,Yes,Yes,566.8304181
1971,Yes,0.5,Yes,0,No,40,0.3,186,seven,19,571,8,7,17,Yes,Yes,No,128.2970248
1794,Yes,0.5,Yes,5,Yes,55,0.5,86,seven,7,402,14,7,14,Yes,No,Yes,107.0853383
1558,Yes,2.5,No,2,Yes,32,0.1,114,five,3,878,16,5,17,Yes,Yes,Yes,102.5819549
1597,Yes,0.9,No,4,Yes,4,0.5,85,one,19,2130,8,3,15,Yes,Yes,No,264.3382148
1240,No,1.6,No,0,No,39,0.1,146,two,9,3260,13,1,17,No,No,Yes,350.8048574
1994,Yes,0.8,Yes,2,Yes,7,0.6,88,eight,4,454,11,8,6,Yes,Yes,No,121.8930882
1221,No,2.3,No,7,Yes,35,0.4,152,seven,19,2638,19,16,14,Yes,Yes,Yes,429.08895
989,Yes,1.6,Yes,11,Yes,24,0.6,156,eight,17,2819,16,13,5,Yes,No,Yes,375.490374
1180,Yes,1.2,No,5,Yes,50,1,144,four,20,1464,7,3,20,Yes,Yes,Yes,233.6791807
718,No,2.8,No,10,No,59,0.8,113,six,13,1824,11,9,3,Yes,Yes,No,102.9580013
1670,Yes,1.6,Yes,0,No,47,0.8,139,eight,15,876,16,0,5,Yes,Yes,No,208.6435881
534,Yes,2.5,No,1,Yes,21,0.3,164,seven,9,2706,7,5,18,Yes,Yes,No,677.162766
1566,Yes,0.5,Yes,0,No,20,0.5,126,two,0,659,14,9,13,Yes,Yes,Yes,230.5013165
1935,No,0.5,No,0,Yes,29,0.6,124,five,9,455,9,2,6,Yes,No,Yes,60.36843351
504,Yes,2.8,Yes,2,No,54,0.4,163,two,10,2378,17,11,2,Yes,No,No,198.5235652
913,No,1.7,Yes,1,Yes,41,0.3,103,one,14,2278,15,3,18,Yes,Yes,No,172.3449564
1317,No,1.8,Yes,2,No,43,0.5,113,five,3,3436,16,13,5,No,Yes,Yes,420.2926538
917,Yes,0.5,No,1,Yes,31,0.5,88,six,2,3424,19,2,13,Yes,Yes,No,887.2935848
712,No,2.5,Yes,1,No,49,0.6,99,six,3,401,5,0,10,Yes,No,Yes,142.0508834
1083,No,1,No,6,No,52,0.9,126,two,20,681,19,18,19,Yes,Yes,Yes,73.22630248
1039,No,0.6,No,5,Yes,6,0.1,136,six,8,3212,15,7,7,Yes,No,Yes,398.573564
1747,No,0.5,No,4,No,13,0.7,185,six,12,3105,7,1,10,Yes,No,No,503.7667979
1449,Yes,0.5,Yes,0,No,52,0.6,105,six,0,2036,5,1,10,No,Yes,No,33.98894086
1872,Yes,0.5,Yes,14,No,49,0.2,139,seven,18,3153,16,15,5,Yes,Yes,No,725.4010013
1796,No,1.6,Yes,5,No,7,0.1,101,four,6,1642,9,4,3,No,Yes,Yes,211.2525096
1097,No,1.4,No,0,No,60,0.8,181,one,17,509,15,12,12,Yes,No,No,67.33449714
1562,No,0.5,Yes,1,Yes,20,0.8,172,eight,10,3465,16,11,6,Yes,Yes,No,717.2383875
1433,Yes,2.3,No,8,Yes,27,0.9,153,seven,12,3900,18,16,2,Yes,No,Yes,555.4092622
740,No,1.8,No,1,No,12,0.2,123,one,11,1105,7,6,19,No,Yes,Yes,137.1299846
676,No,2.2,No,1,Yes,39,0.2,84,one,5,2064,13,7,6,Yes,No,No,223.4882353
503,Yes,1.8,Yes,1,Yes,13,0.7,131,one,4,3117,19,6,9,Yes,No,Yes,749.3664014
1020,No,1.5,No,13,Yes,7,0.7,96,three,18,1142,13,9,8,Yes,No,Yes,196.4650591
896,No,1,Yes,3,Yes,4,0.3,111,one,4,1060,12,10,4,Yes,Yes,Yes,163.5503323
1824,Yes,0.8,No,4,Yes,19,0.9,143,two,5,2381,14,1,5,Yes,No,No,291.2598934
1512,No,0.6,Yes,1,Yes,54,0.4,134,three,2,3366,7,3,11,Yes,No,Yes,1113.427124
1053,No,2.9,No,7,No,42,0.9,126,six,17,1339,17,0,14,No,No,Yes,110.5808172
1944,Yes,1.8,Yes,0,Yes,31,0.8,87,four,10,2560,7,3,8,Yes,No,No,698.218142
1174,No,0.7,Yes,1,Yes,25,0.8,91,two,8,285,19,7,3,Yes,No,Yes,9.247610586
627,Yes,1.6,Yes,3,Yes,12,0.2,131,seven,17,2476,17,1,10,Yes,No,No,222.8255595
1602,No,2.7,No,4,Yes,46,0.6,118,one,5,1862,16,9,2,Yes,No,Yes,139.7608938
1733,Yes,1.5,Yes,4,Yes,6,0.9,170,one,15,3488,6,4,10,Yes,Yes,Yes,482.1550365
586,No,1.4,Yes,10,Yes,8,0.5,142,eight,14,3178,9,7,10,Yes,No,Yes,555.9931337
1528,No,2.4,No,2,No,37,0.2,156,eight,3,733,15,0,14,Yes,Yes,No,96.60086529
875,No,0.7,No,2,No,23,0.1,110,seven,7,756,14,5,6,No,No,No,100.3348547
1602,No,0.6,No,12,No,58,0.4,170,one,13,3622,17,2,17,No,Yes,Yes,530.7434432
1426,No,1.6,No,4,Yes,12,0.7,174,five,16,1277,14,9,5,Yes,No,No,160.1194633
1370,No,1.4,No,5,Yes,6,0.2,158,six,8,3703,13,10,11,Yes,Yes,No,613.3241092
609,Yes,0.5,No,4,Yes,10,0.1,81,six,6,1905,16,3,18,Yes,Yes,Yes,106.5802204
