battery_power,blue_tooth,clock_speed,dual_sim,Front_Camera_mx,four_g,int_memory,mobile_dep,mobile_wt,n_cores,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_range
1741,Yes,0.5,No,1,Yes,55,0.1,140,five,3,2575,13,10,7,Yes,Yes,Yes,high
1869,No,2.6,No,0,Yes,30,0.4,152,one,13,1375,15,3,19,Yes,No,No,meduim
1331,No,0.5,No,8,No,55,0.9,146,three,15,1732,6,2,11,Yes,No,Yes,meduim
1655,Yes,0.5,Yes,6,Yes,4,0.1,105,three,12,673,10,3,12,Yes,No,No,low
605,No,1.5,No,9,Yes,18,0.9,162,two,14,2301,15,9,8,Yes,No,No,meduim
1245,Yes,0.6,No,2,No,30,0.7,105,five,3,2676,17,8,7,Yes,No,No,high
1709,Yes,0.8,No,8,Yes,58,0.8,136,two,10,1781,18,3,17,Yes,No,No,high
846,Yes,2.6,No,0,Yes,58,0.1,123,four,15,2248,16,8,13,Yes,No,No,high
1403,Yes,2.5,Yes,3,No,62,0.9,90,four,13,921,14,13,18,Yes,No,No,low
688,Yes,1.5,No,0,No,2,1,89,three,2,391,5,2,8,Yes,Yes,Yes,low
775,Yes,2.5,Yes,1,Yes,10,0.1,185,seven,14,1719,19,3,18,Yes,Yes,Yes,meduim
1154,No,2,No,6,Yes,35,0.8,159,five,16,3262,16,15,16,Yes,No,No,very_high
1375,No,0.5,Yes,2,Yes,35,0.1,194,two,3,1947,15,13,15,Yes,Yes,Yes,meduim
1827,Yes,0.8,No,4,No,61,0.9,130,seven,9,2693,8,3,7,No,Yes,Yes,very_high
1697,No,0.5,No,0,Yes,60,0.1,90,four,0,441,15,1,11,Yes,Yes,No,low
741,No,1.5,No,1,No,14,0.3,178,five,13,1886,19,11,9,Yes,Yes,Yes,low
1672,Yes,0.5,Yes,13,Yes,32,0.7,174,one,20,1267,17,4,20,Yes,Yes,No,meduim
514,Yes,0.7,No,4,No,57,0.1,186,three,7,687,6,0,20,Yes,Yes,Yes,low
1375,Yes,1.3,Yes,2,No,12,0.1,105,one,13,2890,17,1,12,No,No,No,very_high
989,Yes,1.8,Yes,4,Yes,55,0.7,124,one,12,1737,8,5,10,Yes,No,Yes,meduim
1510,Yes,2.5,Yes,11,No,47,0.7,138,two,13,887,18,6,5,No,No,No,low
1266,No,2.6,No,1,No,18,0.4,86,seven,2,398,16,8,3,Yes,Yes,Yes,low
1396,No,2.4,Yes,0,No,46,0.1,138,seven,1,2389,7,3,15,No,No,Yes,high
808,No,2.3,No,3,No,45,0.8,161,one,9,3431,15,6,13,No,Yes,Yes,very_high
1542,No,2.3,No,1,No,43,0.8,182,two,11,3601,14,4,16,No,No,No,very_high
745,Yes,0.6,Yes,5,No,35,0.8,102,eight,10,2459,14,1,16,Yes,Yes,No,meduim
1735,Yes,1.9,Yes,0,Yes,59,0.7,148,six,0,3230,6,1,9,Yes,Yes,No,very_high
586,No,0.5,Yes,1,No,57,0.3,188,two,5,3646,15,4,11,Yes,Yes,Yes,very_high
1341,Yes,2.1,Yes,0,No,36,0.4,107,eight,1,2200,18,14,15,No,Yes,No,meduim
781,Yes,1.3,Yes,1,No,64,0.2,88,two,7,3862,17,10,9,No,No,No,very_high
501,Yes,0.5,Yes,14,No,22,0.5,174,six,20,3077,17,3,17,No,No,No,high
1224,Yes,1.8,Yes,2,Yes,44,0.2,139,two,9,621,11,4,14,Yes,Yes,Yes,low
1970,No,1.6,Yes,11,Yes,58,0.3,80,eight,19,2372,14,12,2,Yes,Yes,No,high
618,Yes,2.2,Yes,0,Yes,63,0.9,138,two,1,2574,14,3,5,Yes,Yes,No,high
1537,No,2.9,No,11,Yes,46,0.8,158,four,17,2857,17,14,2,Yes,Yes,Yes,very_high
1018,No,2.2,No,8,No,16,0.6,153,eight,10,3143,17,12,20,No,Yes,No,very_high
1545,No,1.3,Yes,15,Yes,35,0.1,173,five,20,3197,14,9,6,Yes,No,Yes,very_high
1871,No,2.1,No,4,Yes,41,0.4,144,eight,5,2727,15,8,11,Yes,No,No,very_high
1729,Yes,2.1,Yes,1,No,12,0.9,186,one,6,1519,9,4,5,Yes,No,Yes,meduim
680,Yes,2.1,Yes,9,Yes,9,0.1,131,three,11,2438,14,2,17,Yes,No,No,high
1106,Yes,1.9,No,4,No,54,0.7,107,three,9,2674,9,3,9,Yes,No,Yes,high
635,Yes,0.6,Yes,1,Yes,50,0.3,97,five,13,2107,13,12,12,Yes,No,No,meduim
618,No,0.6,No,8,No,16,0.2,143,one,14,2262,16,15,4,No,Yes,No,high
1671,No,0.5,Yes,13,No,5,0.9,179,eight,18,815,16,6,10,Yes,Yes,Yes,low
1562,Yes,1.2,Yes,0,Yes,52,0.1,105,seven,9,2829,13,10,3,Yes,Yes,Yes,high
1975,Yes,1.9,Yes,2,No,31,0.9,151,one,17,3022,13,5,19,No,No,Yes,very_high
831,Yes,0.7,No,2,Yes,62,0.7,134,eight,9,2573,16,12,18,Yes,No,Yes,high
1524,Yes,1.8,Yes,0,No,10,0.6,174,four,1,2678,16,5,13,Yes,No,Yes,high
1528,Yes,1.8,Yes,3,Yes,55,0.8,129,five,6,1282,11,9,11,Yes,Yes,Yes,meduim
1447,Yes,2.5,Yes,2,No,9,0.2,155,eight,16,568,12,11,8,No,No,No,low
1344,No,1.5,No,1,No,14,0.5,190,one,3,2074,8,1,5,Yes,Yes,No,meduim
564,No,3,Yes,1,No,8,0.7,130,two,3,2227,9,2,14,Yes,No,Yes,meduim
921,No,0.6,Yes,1,No,60,0.1,83,two,3,1080,10,0,6,No,No,Yes,low
1413,Yes,1.7,No,2,No,10,0.2,200,six,6,2867,5,4,15,No,Yes,No,high
831,No,2.4,No,10,No,55,0.5,86,six,12,1075,12,11,3,Yes,Yes,No,low
802,No,0.5,Yes,3,No,43,0.6,153,five,6,3063,17,13,4,No,Yes,No,high
1923,No,1.3,No,3,No,24,1,86,four,4,2479,9,2,15,Yes,Yes,No,high
1193,Yes,3,No,10,No,56,0.4,196,three,17,2394,19,11,14,Yes,Yes,No,high
904,Yes,1.2,Yes,10,Yes,31,0.8,112,three,11,2814,13,3,19,Yes,No,No,high
1285,No,2.4,No,1,Yes,51,1,140,seven,2,2094,8,0,10,Yes,No,No,meduim
1635,No,2.6,Yes,0,Yes,2,0.6,182,four,0,2315,10,1,2,Yes,Yes,No,high
1923,No,1,Yes,5,Yes,14,0.9,154,four,6,2519,13,0,16,Yes,No,Yes,high
1851,Yes,1.9,Yes,3,Yes,12,0.9,198,six,11,735,7,6,14,Yes,No,Yes,low
727,Yes,1.5,No,0,Yes,32,1,131,seven,1,1891,19,13,7,Yes,No,Yes,meduim
1396,No,1.5,Yes,0,Yes,44,0.1,118,six,1,1386,7,1,8,Yes,Yes,Yes,meduim
877,No,1.3,Yes,9,Yes,46,0.8,135,one,14,3260,14,12,6,Yes,No,No,high
696,Yes,2.4,No,11,Yes,35,0.2,103,three,13,2022,14,11,4,Yes,No,Yes,meduim
1009,Yes,1,Yes,2,No,2,0.6,102,eight,14,1716,7,5,15,No,No,No,meduim
1526,No,1.1,Yes,2,Yes,38,0.3,116,five,6,3317,7,1,8,Yes,Yes,Yes,very_high
987,No,2,Yes,1,No,20,0.8,192,seven,3,1454,11,3,8,Yes,Yes,No,low
1414,Yes,2.2,Yes,0,Yes,49,0.5,101,four,1,2290,13,0,12,Yes,Yes,No,meduim
1732,No,0.8,No,2,No,61,0.3,172,five,3,3940,17,11,20,No,Yes,Yes,very_high
1587,Yes,0.5,No,0,No,50,0.9,148,eight,15,461,17,4,4,Yes,No,Yes,low
1097,No,0.8,No,10,Yes,21,0.1,160,seven,15,2219,15,6,12,Yes,No,Yes,high
504,No,2.8,Yes,0,No,40,0.5,178,three,0,470,6,0,16,Yes,No,No,low
1159,No,2.7,No,13,Yes,28,0.2,80,eight,18,2495,10,0,9,Yes,Yes,Yes,high
1910,No,1.4,No,0,No,29,0.6,146,seven,2,2944,8,7,2,Yes,Yes,Yes,high
865,No,1.2,Yes,8,No,59,0.1,159,three,9,2361,16,11,19,Yes,No,Yes,high
1930,Yes,2,No,11,No,16,0.8,186,eight,12,1783,17,3,13,No,No,Yes,high
860,Yes,1.3,Yes,8,Yes,40,0.7,170,three,13,2832,13,7,20,Yes,Yes,Yes,high
1268,Yes,2.9,No,9,Yes,42,0.9,182,six,17,931,11,5,20,Yes,Yes,No,low
999,Yes,1.8,Yes,0,Yes,27,0.1,167,four,1,1344,17,10,5,Yes,No,No,low
622,No,0.7,No,0,Yes,9,0.3,127,two,0,3916,13,1,5,Yes,No,Yes,high
1250,Yes,1.4,No,8,No,44,0.2,182,seven,20,1882,14,1,14,No,No,No,meduim
763,Yes,0.5,No,9,Yes,51,0.3,104,five,12,2865,11,6,9,Yes,Yes,Yes,high
1100,Yes,1.6,No,12,No,15,0.1,112,eight,14,757,12,2,16,Yes,Yes,Yes,low
815,No,2,Yes,4,No,51,0.3,85,six,12,3469,5,4,6,Yes,No,Yes,very_high
618,Yes,0.5,Yes,2,Yes,57,0.2,88,three,7,2399,18,15,17,Yes,Yes,Yes,meduim
553,Yes,2.2,Yes,0,Yes,18,0.7,136,two,1,3300,12,10,20,Yes,No,No,very_high
673,Yes,2.2,Yes,2,No,3,0.4,84,two,9,2719,19,2,9,Yes,Yes,Yes,high
563,No,2,Yes,3,No,47,0.3,115,seven,12,3012,14,4,15,Yes,No,No,high
1590,No,1.5,Yes,12,Yes,14,0.5,187,four,15,2836,6,5,4,Yes,No,No,very_high
1031,Yes,2.1,Yes,2,Yes,11,0.1,121,two,9,2385,11,7,16,Yes,No,No,high
909,Yes,0.5,Yes,9,No,30,0.4,97,three,10,594,12,0,4,Yes,Yes,Yes,low
1880,No,0.5,No,0,Yes,7,0.6,104,four,1,2968,9,0,3,Yes,Yes,No,very_high
1479,Yes,1.8,Yes,0,Yes,24,0.1,146,six,0,3762,12,10,5,Yes,No,No,very_high
1271,No,1.5,Yes,0,No,2,0.9,161,one,1,892,15,13,20,No,Yes,No,meduim
709,No,1.9,No,11,Yes,13,0.1,81,eight,15,467,17,11,5,Yes,Yes,Yes,low
1744,No,2.8,No,0,Yes,62,0.7,158,one,0,345,10,6,14,Yes,No,No,low
1314,Yes,2.2,No,0,Yes,40,0.8,116,seven,1,3033,9,8,17,Yes,Yes,Yes,very_high
1136,No,0.5,No,0,Yes,9,0.9,150,six,2,2110,9,5,16,Yes,No,Yes,high
1039,Yes,2.7,No,11,No,56,0.3,125,eight,13,3105,14,8,5,No,Yes,Yes,high
1300,Yes,0.5,No,5,No,62,0.1,156,six,7,874,15,3,10,Yes,Yes,No,low
732,Yes,2.3,Yes,7,Yes,39,0.6,188,seven,11,3681,19,3,15,Yes,Yes,Yes,very_high
511,No,0.7,Yes,1,Yes,52,0.7,180,two,10,3865,8,3,7,Yes,No,Yes,high
1092,Yes,0.5,Yes,10,No,11,0.5,167,three,14,737,14,4,11,No,Yes,No,low
921,Yes,2.2,Yes,12,Yes,10,0.1,170,seven,18,3153,8,2,11,Yes,Yes,No,very_high
1030,Yes,0.5,No,4,Yes,37,0.7,147,one,8,2800,8,6,12,Yes,No,Yes,high
1130,No,1.8,Yes,0,No,27,0.9,101,one,8,315,14,5,11,Yes,Yes,No,low
1299,No,2.8,Yes,2,No,60,0.8,187,eight,6,1412,13,1,20,No,Yes,Yes,meduim
1009,Yes,2.8,Yes,7,Yes,2,0.6,115,seven,15,2286,19,8,13,Yes,No,No,high
1735,No,1.8,Yes,16,No,34,0.1,140,two,17,2392,17,15,19,Yes,No,Yes,high
1129,Yes,2.8,Yes,0,No,49,0.5,185,two,2,1857,8,4,5,Yes,Yes,Yes,meduim
708,No,1.9,No,0,No,26,0.3,116,seven,1,1419,10,6,16,Yes,Yes,Yes,low
894,No,0.7,No,2,Yes,58,0.1,123,two,3,3305,12,7,2,Yes,No,No,high
530,No,2.4,No,1,No,32,0.3,88,six,20,959,17,7,6,No,Yes,No,low
1481,Yes,2,Yes,0,No,35,0.5,105,three,0,2635,17,16,4,Yes,No,Yes,high
1068,No,2.7,Yes,0,Yes,45,0.6,194,five,1,1754,17,7,9,Yes,No,Yes,meduim
1487,No,0.5,No,6,Yes,57,0.7,84,three,12,2563,18,4,14,Yes,No,No,high
1524,No,2.5,Yes,11,Yes,41,1,96,four,20,1936,7,0,9,Yes,Yes,Yes,meduim
1093,No,1.9,Yes,2,Yes,22,0.3,196,eight,14,1869,8,5,4,Yes,Yes,Yes,meduim
1816,Yes,1.6,Yes,0,No,50,0.1,186,five,2,3637,11,7,16,No,No,Yes,very_high
627,No,1.8,No,2,No,20,0.8,142,three,8,896,17,6,14,No,No,No,low
989,Yes,0.7,No,13,Yes,51,0.4,132,three,15,2349,10,1,20,Yes,No,Yes,meduim
1895,No,0.5,No,2,Yes,5,0.7,134,one,11,774,15,4,6,Yes,Yes,No,meduim
805,Yes,1.7,Yes,0,Yes,58,0.9,168,three,10,3397,7,6,2,Yes,No,No,high
713,Yes,1.6,No,7,Yes,2,0.4,181,eight,9,485,10,6,4,Yes,Yes,Yes,low
864,No,2.5,No,10,Yes,24,0.7,148,four,15,3964,13,8,12,Yes,Yes,No,very_high
1177,No,0.9,No,1,No,11,1,181,four,7,1887,8,5,11,Yes,Yes,Yes,meduim
582,No,0.5,No,8,No,32,0.7,107,three,11,2977,6,1,20,No,Yes,Yes,high
1898,No,1.8,Yes,3,Yes,56,0.2,185,seven,4,2114,10,5,19,Yes,Yes,Yes,high
1158,No,0.7,Yes,1,Yes,29,0.7,123,two,20,1542,17,9,15,Yes,No,Yes,meduim
1451,Yes,0.5,No,5,Yes,57,0.6,181,eight,12,3038,15,7,18,Yes,No,Yes,very_high
1820,Yes,1.4,No,5,No,51,0.9,163,seven,10,2481,11,9,11,No,No,No,high
984,No,0.5,Yes,3,Yes,9,0.8,140,three,20,841,18,15,16,Yes,No,No,low
580,Yes,2.1,Yes,0,No,24,0.4,135,four,5,3565,12,11,8,Yes,No,Yes,high
1263,Yes,2,No,0,No,5,0.4,146,six,3,1958,9,6,4,Yes,Yes,Yes,high
1237,No,0.5,No,2,No,27,0.1,87,eight,5,2454,14,0,8,Yes,Yes,Yes,high
514,Yes,1.6,No,7,Yes,37,0.1,172,one,9,3392,12,8,5,Yes,Yes,Yes,very_high
1515,No,2.6,No,0,Yes,56,0.9,184,three,1,262,14,4,20,Yes,Yes,No,low
721,No,0.5,Yes,6,Yes,6,0.4,194,four,9,530,8,4,8,Yes,No,Yes,low
603,Yes,2.5,Yes,3,No,35,0.7,126,three,16,3703,13,1,9,No,No,Yes,very_high
1426,Yes,2.5,No,2,Yes,55,0.4,109,one,7,2562,5,1,3,Yes,No,No,high
1820,Yes,1.7,Yes,0,Yes,64,0.6,161,one,3,574,10,2,18,Yes,Yes,No,meduim
1215,No,1,No,4,No,16,0.1,130,four,8,2632,7,1,15,No,No,Yes,high
697,No,2.7,Yes,5,Yes,20,0.4,173,two,6,259,12,6,4,Yes,Yes,Yes,low
717,Yes,0.5,Yes,4,No,10,0.6,198,one,5,688,10,7,15,No,Yes,No,low
1348,Yes,2,Yes,5,No,36,0.3,145,six,6,2554,19,1,12,No,Yes,No,high
1164,Yes,2.6,Yes,0,No,61,0.3,88,one,6,3859,11,10,17,No,Yes,No,very_high
578,Yes,0.5,No,9,Yes,62,0.3,170,five,13,2977,15,12,5,Yes,Yes,Yes,high
1971,Yes,0.5,Yes,0,No,40,0.3,186,seven,19,571,8,7,17,Yes,Yes,No,low
1794,Yes,0.5,Yes,5,Yes,55,0.5,86,seven,7,402,14,7,14,Yes,No,Yes,low
1558,Yes,2.5,No,2,Yes,32,0.1,114,five,3,878,16,5,17,Yes,Yes,Yes,low
1597,Yes,0.9,No,4,Yes,4,0.5,85,one,19,2130,8,3,15,Yes,Yes,No,high
1240,No,1.6,No,0,No,39,0.1,146,two,9,3260,13,1,17,No,No,Yes,very_high
1994,Yes,0.8,Yes,2,Yes,7,0.6,88,eight,4,454,11,8,6,Yes,Yes,No,low
1221,No,2.3,No,7,Yes,35,0.4,152,seven,19,2638,19,16,14,Yes,Yes,Yes,high
989,Yes,1.6,Yes,11,Yes,24,0.6,156,eight,17,2819,16,13,5,Yes,No,Yes,high
1180,Yes,1.2,No,5,Yes,50,1,144,four,20,1464,7,3,20,Yes,Yes,Yes,meduim
718,No,2.8,No,10,No,59,0.8,113,six,13,1824,11,9,3,Yes,Yes,No,meduim
1670,Yes,1.6,Yes,0,No,47,0.8,139,eight,15,876,16,0,5,Yes,Yes,No,meduim
534,Yes,2.5,No,1,Yes,21,0.3,164,seven,9,2706,7,5,18,Yes,Yes,No,high
1566,Yes,0.5,Yes,0,No,20,0.5,126,two,0,659,14,9,13,Yes,Yes,Yes,meduim
1935,No,0.5,No,0,Yes,29,0.6,124,five,9,455,9,2,6,Yes,No,Yes,low
504,Yes,2.8,Yes,2,No,54,0.4,163,two,10,2378,17,11,2,Yes,No,No,high
913,No,1.7,Yes,1,Yes,41,0.3,103,one,14,2278,15,3,18,Yes,Yes,No,meduim
1317,No,1.8,Yes,2,No,43,0.5,113,five,3,3436,16,13,5,No,Yes,Yes,very_high
917,Yes,0.5,No,1,Yes,31,0.5,88,six,2,3424,19,2,13,Yes,Yes,No,very_high
712,No,2.5,Yes,1,No,49,0.6,99,six,3,401,5,0,10,Yes,No,Yes,low
1083,No,1,No,6,No,52,0.9,126,two,20,681,19,18,19,Yes,Yes,Yes,low
1039,No,0.6,No,5,Yes,6,0.1,136,six,8,3212,15,7,7,Yes,No,Yes,high
1747,No,0.5,No,4,No,13,0.7,185,six,12,3105,7,1,10,Yes,No,No,very_high
1449,Yes,0.5,Yes,0,No,52,0.6,105,six,0,2036,5,1,10,No,Yes,No,meduim
1872,Yes,0.5,Yes,14,No,49,0.2,139,seven,18,3153,16,15,5,Yes,Yes,No,very_high
1796,No,1.6,Yes,5,No,7,0.1,101,four,6,1642,9,4,3,No,Yes,Yes,meduim
1097,No,1.4,No,0,No,60,0.8,181,one,17,509,15,12,12,Yes,No,No,low
1562,No,0.5,Yes,1,Yes,20,0.8,172,eight,10,3465,16,11,6,Yes,Yes,No,very_high
1433,Yes,2.3,No,8,Yes,27,0.9,153,seven,12,3900,18,16,2,Yes,No,Yes,very_high
740,No,1.8,No,1,No,12,0.2,123,one,11,1105,7,6,19,No,Yes,Yes,low
676,No,2.2,No,1,Yes,39,0.2,84,one,5,2064,13,7,6,Yes,No,No,meduim
503,Yes,1.8,Yes,1,Yes,13,0.7,131,one,4,3117,19,6,9,Yes,No,Yes,very_high
1020,No,1.5,No,13,Yes,7,0.7,96,three,18,1142,13,9,8,Yes,No,Yes,meduim
896,No,1,Yes,3,Yes,4,0.3,111,one,4,1060,12,10,4,Yes,Yes,Yes,meduim
1824,Yes,0.8,No,4,Yes,19,0.9,143,two,5,2381,14,1,5,Yes,No,No,high
1512,No,0.6,Yes,1,Yes,54,0.4,134,three,2,3366,7,3,11,Yes,No,Yes,very_high
1053,No,2.9,No,7,No,42,0.9,126,six,17,1339,17,0,14,No,No,Yes,low
1944,Yes,1.8,Yes,0,Yes,31,0.8,87,four,10,2560,7,3,8,Yes,No,No,very_high
1174,No,0.7,Yes,1,Yes,25,0.8,91,two,8,285,19,7,3,Yes,No,Yes,low
627,Yes,1.6,Yes,3,Yes,12,0.2,131,seven,17,2476,17,1,10,Yes,No,No,meduim
1602,No,2.7,No,4,Yes,46,0.6,118,one,5,1862,16,9,2,Yes,No,Yes,meduim
1733,Yes,1.5,Yes,4,Yes,6,0.9,170,one,15,3488,6,4,10,Yes,Yes,Yes,very_high
586,No,1.4,Yes,10,Yes,8,0.5,142,eight,14,3178,9,7,10,Yes,No,Yes,high
1528,No,2.4,No,2,No,37,0.2,156,eight,3,733,15,0,14,Yes,Yes,No,low
875,No,0.7,No,2,No,23,0.1,110,seven,7,756,14,5,6,No,No,No,low
1602,No,0.6,No,12,No,58,0.4,170,one,13,3622,17,2,17,No,Yes,Yes,very_high
1426,No,1.6,No,4,Yes,12,0.7,174,five,16,1277,14,9,5,Yes,No,No,meduim
1370,No,1.4,No,5,Yes,6,0.2,158,six,8,3703,13,10,11,Yes,Yes,No,very_high
609,Yes,0.5,No,4,Yes,10,0.1,81,six,6,1905,16,3,18,Yes,Yes,Yes,meduim
840,No,1.2,Yes,5,Yes,15,0.3,178,six,8,2636,12,2,6,Yes,Yes,No,high
991,No,2,No,2,Yes,12,0.3,158,five,6,2014,11,9,10,Yes,No,No,high
1724,Yes,1.8,No,0,Yes,9,0.8,100,two,1,3056,18,16,6,Yes,No,No,very_high
584,Yes,1.8,No,0,Yes,19,0.3,168,three,0,465,12,8,4,Yes,Yes,No,low
860,Yes,1.3,Yes,1,Yes,49,0.7,141,six,13,3869,16,14,20,Yes,Yes,Yes,very_high
1541,Yes,2.8,Yes,10,Yes,28,0.2,165,five,15,1108,12,1,7,Yes,No,Yes,meduim
615,Yes,0.5,Yes,7,No,58,0.5,130,five,8,1906,14,5,5,Yes,No,No,meduim
912,Yes,2.8,Yes,6,Yes,46,0.4,84,four,11,851,8,4,4,Yes,Yes,Yes,low
1278,Yes,1.2,No,10,Yes,60,0.6,172,seven,14,3142,11,4,19,Yes,No,Yes,very_high
1365,No,0.6,No,0,Yes,31,0.3,125,four,0,1300,14,7,13,Yes,No,Yes,low
1702,No,1,No,7,No,36,0.1,177,five,9,1430,8,6,10,No,No,No,high
589,Yes,0.5,No,1,Yes,59,0.7,146,eight,4,362,16,10,6,Yes,Yes,Yes,low
1347,No,1.5,Yes,10,No,56,0.3,95,one,19,2456,13,0,13,Yes,Yes,Yes,high
1644,No,2.8,No,0,Yes,44,1,137,eight,0,2360,7,4,19,Yes,No,No,high
956,No,1.9,Yes,1,No,42,0.1,133,seven,11,3700,10,0,7,Yes,Yes,No,very_high
1089,No,1.4,Yes,10,No,2,0.1,153,seven,20,2620,7,5,13,Yes,No,No,high
871,No,0.6,No,2,No,52,0.1,178,three,3,437,14,7,17,Yes,No,No,low
664,No,1.5,No,5,Yes,6,0.9,164,two,19,3774,11,5,18,Yes,No,No,very_high
1874,Yes,0.6,No,1,No,19,0.8,192,two,9,1218,15,10,17,No,Yes,No,meduim
1928,No,2.6,No,5,No,5,0.8,162,five,16,696,14,12,15,Yes,Yes,Yes,low
888,No,2.6,Yes,2,Yes,33,0.4,198,two,17,3407,12,1,20,Yes,No,No,very_high
1077,Yes,1.7,Yes,1,No,58,0.8,86,seven,13,3902,9,3,3,Yes,No,No,very_high
1023,Yes,2.3,Yes,5,Yes,30,0.2,80,eight,7,2086,10,0,19,Yes,Yes,Yes,meduim
1426,Yes,0.8,No,2,Yes,42,0.6,84,three,10,1356,15,9,16,Yes,No,Yes,meduim
831,No,1.7,Yes,7,Yes,26,0.7,177,five,11,1704,6,5,20,Yes,Yes,Yes,low
1496,Yes,1.3,Yes,0,Yes,6,0.5,85,three,9,3571,16,1,11,Yes,Yes,Yes,very_high
1433,Yes,2.3,No,2,Yes,5,0.1,129,five,11,2132,18,15,19,Yes,No,Yes,meduim
1095,Yes,2.6,Yes,0,Yes,44,0.7,103,four,5,3209,13,11,8,Yes,Yes,Yes,very_high
643,Yes,0.7,Yes,3,Yes,23,0.8,156,one,9,2096,13,6,2,Yes,No,No,meduim
1142,Yes,1.1,No,0,Yes,6,0.5,198,four,0,1273,19,0,6,Yes,No,No,meduim
730,Yes,0.5,Yes,3,Yes,27,0.1,112,five,10,3623,9,4,15,Yes,Yes,No,high
1901,Yes,0.5,No,5,Yes,41,0.6,131,two,17,368,5,1,12,Yes,No,No,low
1510,No,0.6,Yes,1,No,32,0.7,135,three,8,854,8,2,10,Yes,No,Yes,meduim
1924,No,2.6,No,0,Yes,59,0.9,136,six,0,3646,10,9,16,Yes,No,Yes,very_high
1825,No,1.1,Yes,13,Yes,17,0.1,157,four,18,3130,12,4,2,Yes,No,Yes,very_high
1275,Yes,0.5,Yes,3,Yes,5,0.2,152,one,9,3784,13,4,4,Yes,Yes,No,very_high
987,Yes,2.3,No,9,No,17,0.8,124,seven,17,3885,11,0,14,Yes,Yes,No,very_high
1538,Yes,2.3,No,6,Yes,13,0.2,121,seven,7,1494,18,10,12,Yes,Yes,Yes,meduim
1965,Yes,0.5,No,4,Yes,29,0.5,149,five,13,2973,11,1,20,Yes,Yes,Yes,very_high
808,No,1.9,No,7,No,20,0.8,185,six,14,1471,13,4,11,No,Yes,No,low
712,No,0.5,No,6,No,27,0.5,86,two,11,2001,11,10,12,Yes,Yes,Yes,meduim
1507,Yes,0.9,Yes,0,Yes,42,0.4,123,five,0,1486,15,3,19,Yes,No,No,meduim
912,No,0.7,No,3,No,47,0.9,182,three,6,1321,7,2,6,No,Yes,Yes,low
769,Yes,1.2,No,2,No,17,0.1,95,eight,4,1877,18,2,11,No,No,Yes,meduim
948,No,2.3,No,14,No,22,0.1,173,five,20,3499,11,7,19,Yes,Yes,Yes,very_high
507,Yes,1.9,Yes,0,Yes,39,0.7,142,one,0,2124,6,0,12,Yes,Yes,No,meduim
1384,Yes,2.8,Yes,15,No,60,0.1,82,three,18,1221,18,12,15,Yes,No,Yes,meduim
1766,Yes,1.3,No,1,No,29,0.5,194,eight,20,2316,19,2,6,No,No,Yes,high
1407,No,1.8,Yes,5,Yes,16,0.2,170,four,6,1068,6,0,8,Yes,Yes,No,meduim
614,No,2.9,Yes,3,Yes,24,0.2,94,four,7,1930,13,12,4,Yes,No,Yes,meduim
1972,No,2.9,No,9,No,14,0.4,196,seven,18,1316,8,1,8,Yes,Yes,No,meduim
1039,No,0.5,Yes,8,No,47,0.2,130,eight,9,1742,18,12,15,Yes,No,No,meduim
511,Yes,3,Yes,5,Yes,34,0.9,125,eight,13,3265,14,7,14,Yes,No,No,high
1811,Yes,2.5,No,4,Yes,5,0.6,98,four,16,2700,13,7,8,Yes,Yes,Yes,high
1159,No,1.5,No,3,No,36,0.4,104,four,8,2115,8,7,18,No,No,No,high
1848,No,1.3,Yes,7,No,12,0.1,178,two,19,3915,9,7,8,No,No,Yes,very_high
1988,Yes,0.5,No,0,Yes,16,0.1,94,eight,1,3144,16,2,14,Yes,No,No,very_high
1469,No,0.5,No,3,Yes,58,0.5,150,seven,8,1571,17,16,2,Yes,No,No,high
1423,No,0.6,No,12,No,44,0.8,131,five,13,2253,10,8,9,No,No,No,meduim
1974,No,0.5,Yes,9,No,10,0.8,145,six,12,1433,6,1,17,No,No,No,meduim
835,No,0.8,Yes,2,Yes,42,0.8,128,five,18,2583,15,2,13,Yes,Yes,Yes,high
1429,No,0.6,No,8,No,42,0.9,151,five,9,1817,6,1,16,Yes,No,No,meduim
947,Yes,0.5,No,1,Yes,51,0.1,144,two,15,2915,17,1,6,Yes,Yes,Yes,high
1446,Yes,2.8,Yes,0,Yes,18,0.3,178,eight,1,3340,8,0,16,Yes,Yes,Yes,very_high
1332,No,1.3,Yes,5,Yes,7,0.8,168,seven,19,2790,19,11,10,Yes,Yes,No,high
1498,Yes,1.2,Yes,0,Yes,14,0.1,191,four,1,577,14,12,12,Yes,Yes,No,low
1576,Yes,0.9,Yes,0,Yes,14,0.4,173,two,4,3220,17,2,6,Yes,Yes,No,very_high
1398,No,1.6,Yes,8,Yes,26,0.8,150,one,12,3488,14,3,11,Yes,Yes,No,very_high
1885,No,2.4,Yes,12,Yes,14,0.6,92,four,15,1277,9,6,16,Yes,No,Yes,meduim
798,Yes,0.5,Yes,7,No,2,0.8,148,two,15,3593,14,9,3,No,Yes,No,high
1436,No,2.5,Yes,0,Yes,42,0.9,124,eight,1,2736,12,5,19,Yes,Yes,No,very_high
1998,Yes,1.2,No,8,No,31,0.6,196,eight,19,2311,17,9,18,Yes,Yes,No,high
